window 60,b,c,d,window 120,b,c,d,C_60_train,C_120_train
64,53,11,74,72,52,14,85,46,40
17,26,5,21,23,27,5,28,27,33
0,0,0,0,2,2,0,2,32,29
0,0,0,0,0,0,0,0,29,30
0,0,0,0,0,0,0,0,30,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,32,37
0,0,0,0,0,0,0,0,49,48
0,0,0,0,0,0,0,0,56,57
0,0,0,0,0,0,0,0,52,55
0,0,0,0,0,0,0,0,54,56
0,0,0,0,0,0,0,0,60,58
0,0,0,0,0,0,0,0,57,58
0,0,0,0,0,0,0,0,59,57
3,1,0,3,9,3,0,9,55,55
28,6,1,29,30,4,1,31,58,59
60,2,1,61,61,4,1,62,75,70
89,1,0,89,90,1,1,90,77,76
113,1,1,113,117,1,1,117,77,76
139,1,1,140,137,2,1,138,74,74
161,5,3,164,165,6,3,168,68,67
182,11,5,187,169,16,6,175,58,58
149,92,26,175,142,115,28,170,41,39
82,207,45,126,81,132,29,110,18,32
17,37,6,23,25,80,15,40,41,27
0,0,0,0,1,0,0,1,16,21
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3,11,2,5,9,51,9,18,0,0
35,231,43,78,46,149,29,74,1,9
115,177,38,153,111,154,32,143,30,29
170,22,8,179,157,24,8,165,52,53
176,7,3,179,195,36,18,213,63,56
229,190,100,329,188,274,142,330,38,37
135,679,344,479,164,539,269,433,7,14
123,610,279,402,126,534,252,379,9,15
134,194,75,210,125,287,106,231,36,26
74,166,33,107,78,108,23,101,26,36
16,38,6,23,25,90,17,42,38,24
0,0,0,0,2,0,0,2,11,18
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
3,11,2,5,10,15,3,13,0,6
43,63,13,55,39,159,41,81,21,12
87,399,119,206,85,304,96,181,15,23
124,376,150,274,128,391,145,272,28,24
198,243,116,314,195,218,101,297,36,38
251,80,42,292,239,142,72,310,46,41
225,97,50,275,218,78,40,259,48,50
159,12,6,165,161,58,29,190,64,59
91,2,0,92,100,8,2,103,71,66
61,15,3,63,55,15,3,58,54,47
17,19,3,20,24,15,3,27,15,25
0,0,0,0,2,7,1,3,21,20
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,26
0,0,0,0,0,0,0,0,18,18
0,0,0,0,0,0,0,0,11,10
0,0,0,0,0,0,0,0,9,13
0,0,0,0,0,0,0,0,24,22
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,37
0,0,0,0,0,0,0,0,51,49
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,60,59
2,0,0,2,9,4,1,9,53,53
43,43,9,51,44,113,29,72,40,38
82,422,130,212,71,419,143,214,15,18
74,787,315,389,78,732,297,375,0,3
80,859,417,497,79,855,408,487,0,0
83,887,464,547,82,883,454,536,0,0
82,883,451,533,81,878,441,523,0,0
76,846,379,455,75,838,371,446,0,0
68,741,255,323,68,706,249,317,0,0
56,430,102,158,49,416,114,163,0,0
18,74,12,30,23,134,26,49,0,0
0,0,0,0,2,6,1,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,22,19
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,28
3,11,2,5,9,59,10,19,16,16
30,298,57,86,28,335,75,103,0,3
52,730,201,254,50,669,200,251,0,0
64,866,346,411,62,862,340,403,0,0
71,927,449,520,70,924,441,511,0,0
74,950,496,571,73,946,486,560,0,0
74,942,481,555,73,938,471,544,0,0
68,909,407,475,67,902,398,466,0,0
60,819,280,340,60,785,274,334,0,0
50,513,120,170,44,479,130,174,0,5
17,91,16,33,21,164,32,54,14,8
0,0,0,0,3,5,1,3,6,8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,20,19
0,0,0,0,0,0,0,0,32,31
0,0,0,0,0,0,0,0,30,25
0,0,0,0,0,0,0,0,9,12
3,9,2,5,10,24,4,15,0,3
41,144,28,69,37,217,52,89,10,6
76,522,149,224,82,415,126,207,8,12
105,611,248,353,105,595,231,335,10,12
166,460,214,380,165,360,162,327,23,31
190,27,14,204,170,115,55,225,63,57
148,5,2,151,159,5,3,161,71,69
180,12,5,185,162,10,4,166,59,62
145,17,6,151,136,17,5,141,53,54
81,21,5,86,79,17,4,83,46,45
18,7,1,19,28,10,2,30,36,45
0,0,0,0,3,1,0,3,58,55
0,0,0,0,0,0,0,0,69,68
0,0,0,0,0,0,0,0,63,61
0,0,0,0,0,0,0,0,50,51
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,46,52
0,0,0,0,0,0,0,0,67,61
0,0,0,0,0,0,0,0,71,73
0,0,0,0,0,0,0,0,76,68
0,0,0,0,0,0,0,0,58,59
0,0,0,0,0,0,0,0,46,47
0,0,0,0,0,0,0,0,46,50
0,0,0,0,0,0,0,0,58,57
2,0,0,2,9,15,2,11,59,54
38,135,25,63,45,102,21,66,31,39
106,173,40,146,96,128,30,126,33,39
133,47,16,150,149,53,18,167,60,54
207,16,8,215,193,22,10,202,58,59
235,14,8,243,241,23,12,253,56,53
250,103,51,301,230,108,52,282,44,47
177,382,163,340,175,387,155,330,27,26
82,702,239,322,102,512,174,276,5,16
63,355,89,152,56,367,106,162,16,14
19,59,10,29,28,81,16,44,24,30
0,0,0,0,3,6,1,4,48,44
0,0,0,0,0,0,0,0,58,58
0,0,0,0,0,0,0,0,59,56
0,0,0,0,0,0,0,0,49,50
0,0,0,0,0,0,0,0,45,42
0,0,0,0,0,0,0,0,41,40
0,0,0,0,0,0,0,0,39,41
0,0,0,0,0,0,0,0,50,46
0,0,0,0,0,0,0,0,54,57
0,0,0,0,0,0,0,0,62,58
0,0,0,0,0,0,0,0,60,57
0,0,0,0,0,0,0,0,53,44
0,0,0,0,0,0,0,0,18,20
3,9,1,4,9,50,8,17,0,0
31,266,51,82,39,236,50,90,0,4
75,561,156,231,75,508,152,227,7,6
108,667,263,371,132,543,210,342,8,14
208,412,196,404,203,424,195,398,22,21
253,324,170,423,232,380,195,427,26,24
165,616,312,477,168,605,297,465,14,14
94,799,361,455,124,622,286,410,5,14
134,264,104,239,113,357,149,261,34,28
89,65,13,102,89,64,16,106,37,37
21,37,6,28,32,36,6,38,28,31
0,0,0,0,3,2,0,3,31,31
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,30
3,1,0,3,10,9,2,11,29,29
38,27,5,42,48,27,6,54,37,37
118,52,14,133,120,49,14,134,46,43
187,47,17,205,167,41,14,182,48,51
123,12,6,129,146,19,8,154,74,68
151,18,10,161,139,14,7,146,72,74
201,53,26,227,193,82,38,231,59,56
215,133,60,274,175,83,37,212,42,54
139,21,8,147,138,64,27,165,58,53
65,14,2,68,69,14,3,72,55,51
20,12,2,22,25,9,2,27,33,38
0,0,0,0,3,2,0,3,31,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,29,23
0,0,0,0,0,0,0,0,9,11
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,22,18
2,9,2,4,9,28,5,14,19,21
45,67,12,56,52,72,16,68,17,22
128,132,37,165,127,115,32,158,34,32
205,109,41,245,199,122,45,244,39,38
250,163,81,331,238,196,99,336,36,35
226,417,219,445,222,390,203,425,22,24
181,553,284,464,181,546,275,456,17,16
129,676,306,434,126,679,299,425,9,9
68,779,279,347,78,719,253,330,0,2
51,531,126,176,47,480,132,179,2,7
18,99,17,35,21,181,35,56,21,19
0,0,0,0,3,3,0,4,31,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
2,2,0,2,8,6,1,9,31,32
39,80,15,54,37,167,41,78,29,24
70,517,147,217,80,391,118,198,8,17
143,399,141,284,124,498,185,309,24,17
140,551,276,416,147,533,262,408,19,18
109,812,425,533,107,807,418,525,4,4
80,908,469,549,96,845,429,525,0,2
77,865,398,475,76,856,389,465,0,0
69,770,275,344,67,757,271,338,0,0
50,540,127,177,46,484,132,179,1,8
17,110,19,35,20,188,36,57,23,27
0,0,0,0,3,3,1,3,60,54
0,0,0,0,0,0,0,0,63,62
0,0,0,0,0,0,0,0,51,53
0,0,0,0,0,0,0,0,55,55
0,0,0,0,0,0,0,0,58,58
0,0,0,0,0,0,0,0,56,51
0,0,0,0,0,0,0,0,46,47
0,0,0,0,0,0,0,0,53,50
0,0,0,0,0,0,0,0,58,43
0,0,0,0,0,0,0,0,18,23
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,9,2,4,6,57,10,16,0,0
24,303,55,79,25,333,73,97,0,0
48,748,199,248,46,681,199,246,0,0
61,891,349,411,61,874,341,402,0,0
70,936,455,525,69,936,446,515,0,0
73,966,506,579,73,958,495,568,0,0
74,954,493,567,74,947,482,556,0,0
71,906,417,489,71,899,408,479,0,0
64,813,290,355,62,799,285,348,0,0
49,570,135,184,45,516,141,186,0,5
18,120,20,39,21,202,39,60,15,15
0,0,0,1,3,9,1,5,27,27
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
2,2,0,2,8,5,1,9,31,33
34,11,2,36,36,7,1,37,43,46
83,5,1,85,91,29,11,102,64,56
149,168,73,223,132,118,52,184,47,55
144,243,114,258,172,185,87,259,49,48
186,196,101,287,169,181,93,262,50,53
184,231,120,304,201,215,109,309,46,44
193,175,84,277,182,184,86,268,45,44
151,69,23,175,148,131,49,196,50,44
90,74,16,106,92,79,21,113,42,39
24,16,3,27,33,40,8,41,34,34
1,0,0,1,4,2,0,4,31,31
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,32,34
0,0,0,0,0,0,0,0,41,40
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,45,45
2,1,0,2,8,18,3,11,44,43
27,237,44,71,35,235,50,84,26,28
97,401,91,187,79,424,123,202,19,19
123,523,216,338,132,497,197,329,19,18
157,600,290,447,133,680,322,455,14,11
116,799,419,535,153,591,307,459,7,19
172,368,194,365,173,430,223,396,36,29
211,213,96,306,202,173,77,279,37,41
165,178,65,230,164,176,68,232,37,36
96,87,22,118,94,79,22,116,39,38
25,18,3,28,35,25,5,40,32,34
1,0,0,1,4,3,0,4,31,31
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,24
0,0,0,0,0,0,0,0,9,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,9,2,3,6,59,10,16,0,0
24,307,56,80,25,334,73,97,0,0
49,744,198,247,47,679,198,245,0,0
62,881,346,408,62,867,339,400,0,0
71,935,453,524,70,932,445,514,0,0
75,958,506,581,74,955,496,570,0,0
75,956,498,572,74,953,488,561,0,0
68,937,431,498,67,931,422,489,0,0
59,866,310,368,59,840,302,361,0,0
48,625,151,199,44,568,156,200,0,0
20,165,28,48,22,232,47,69,0,0
1,2,0,1,4,19,3,7,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,10,2,4,9,28,5,14,0,4
41,62,11,52,44,103,24,68,21,18
104,176,48,151,93,141,37,130,39,40
116,74,24,140,112,110,32,143,63,59
110,0,0,110,120,14,5,125,79,75
178,11,6,184,167,8,4,171,68,70
179,13,7,186,160,8,4,164,67,71
101,0,0,101,117,2,1,119,79,75
103,3,1,104,102,8,2,104,70,67
86,23,5,91,74,15,3,77,51,54
25,11,2,27,35,13,3,37,43,42
1,0,0,1,4,1,0,4,41,42
0,0,0,0,0,0,0,0,45,43
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,45,43
0,0,0,0,0,0,0,0,35,37
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,32,34
0,0,0,0,0,0,0,0,41,40
0,0,0,0,0,0,0,0,49,49
0,0,0,0,0,0,0,0,52,52
0,0,0,0,0,0,0,0,53,52
1,0,0,1,7,2,0,7,49,49
31,9,2,32,34,6,1,35,46,50
82,9,2,84,78,8,2,80,58,57
119,4,2,121,127,6,3,130,66,64
182,107,56,237,152,231,122,273,51,44
136,650,347,483,141,557,297,438,9,17
97,814,428,526,95,814,419,514,0,0
89,786,365,454,90,768,355,445,0,0
86,654,242,328,83,643,240,322,0,0
67,413,103,170,61,384,111,172,0,5
23,86,15,37,27,142,29,56,18,11
1,0,0,1,4,4,1,5,9,10
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,13
0,0,0,0,0,0,0,0,42,37
0,0,0,0,0,0,0,0,60,59
0,0,0,0,0,0,0,0,55,51
0,0,0,0,0,0,0,0,37,38
2,8,1,3,8,34,6,14,19,20
28,244,45,73,28,287,64,92,4,8
53,695,186,239,51,620,185,237,0,2
65,856,337,402,65,839,329,394,0,0
75,912,445,520,74,907,436,510,0,0
80,934,499,579,78,935,490,568,0,0
78,941,495,573,77,939,485,562,0,0
69,933,432,501,70,917,421,491,0,0
64,836,308,371,62,826,302,364,0,0
50,617,151,201,47,546,154,201,0,5
20,155,26,47,22,229,46,68,19,17
1,0,0,1,5,9,1,6,31,29
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,24
0,0,0,0,0,0,0,0,9,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,22,19
2,2,0,2,7,45,8,15,27,25
25,284,52,77,26,321,70,96,11,12
49,746,199,248,47,671,197,245,0,2
62,886,348,410,62,871,340,402,0,0
72,933,455,527,71,928,446,517,0,0
77,949,507,585,76,951,498,574,0,0
77,951,501,577,77,941,490,567,0,0
80,880,419,500,82,863,406,488,1,2
91,697,263,354,91,649,256,346,6,8
86,332,87,173,74,358,108,182,18,14
28,81,14,43,38,98,19,57,21,26
1,0,0,1,5,16,3,8,40,36
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,44,46
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,43,35
0,0,0,0,0,0,0,0,13,17
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,14
0,0,0,0,0,0,0,0,43,38
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,59,60
0,0,0,0,0,0,0,0,60,60
1,0,0,1,7,3,0,7,60,56
29,9,1,30,33,6,1,34,52,56
88,48,16,104,78,171,65,142,53,41
104,535,225,329,97,482,216,313,15,22
102,771,381,483,111,730,353,464,2,4
186,524,280,467,166,476,250,415,16,23
207,69,38,244,194,173,94,288,56,48
194,31,14,207,183,88,35,218,57,52
163,291,100,263,158,194,65,224,26,34
92,199,57,149,91,191,60,152,30,29
27,24,4,31,38,32,6,45,31,31
1,0,0,1,5,4,1,5,26,28
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,37
0,0,0,0,0,0,0,0,51,49
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,60,57
0,0,0,0,0,0,0,0,49,51
0,0,0,0,0,0,0,0,46,48
0,0,0,0,0,0,0,0,53,54
0,0,0,0,0,0,0,0,60,61
0,0,0,0,0,0,0,0,64,64
0,0,0,0,0,0,0,0,59,56
0,0,0,0,0,0,0,0,41,41
2,1,0,2,8,24,4,12,27,26
38,104,19,57,45,121,28,72,20,21
95,352,104,199,86,359,116,203,16,14
117,599,240,357,118,557,230,348,9,11
160,506,246,406,177,441,205,381,20,23
267,121,64,330,243,249,129,372,42,33
277,97,52,330,276,86,46,322,42,42
243,99,44,288,241,111,52,294,41,39
188,123,48,236,184,124,44,228,36,35
105,120,29,134,106,93,24,130,30,31
30,39,7,37,38,58,12,50,40,44
0,0,0,0,5,7,1,6,67,54
0,0,0,0,0,0,0,0,49,54
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,47,45
0,0,0,0,0,0,0,0,48,48
0,0,0,0,0,0,0,0,50,48
0,0,0,0,0,0,0,0,52,51
0,0,0,0,0,0,0,0,51,50
0,0,0,0,0,0,0,0,45,43
0,0,0,0,0,0,0,0,35,36
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,28,28
0,0,0,0,0,0,0,0,25,26
2,1,0,2,7,16,3,10,29,28
34,54,10,44,42,37,7,49,33,35
113,60,15,129,116,81,24,140,42,37
184,209,91,275,161,255,119,280,29,29
139,627,317,456,143,579,297,440,9,11
94,858,462,555,118,763,407,524,0,4
142,685,365,507,144,644,343,487,8,11
186,300,151,336,179,310,159,338,32,31
170,28,10,179,159,80,37,196,49,46
93,20,6,99,95,20,6,101,50,48
24,7,1,25,32,7,1,33,42,42
1,0,0,1,4,2,0,5,32,33
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,24
0,0,0,0,0,0,0,0,9,12
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,19,15
2,4,1,3,8,9,2,9,15,22
37,91,17,54,36,168,41,76,18,14
74,479,139,213,73,421,136,208,6,10
102,649,263,365,97,654,264,360,3,2
117,717,357,473,129,665,324,453,4,6
149,664,357,506,136,699,371,506,9,7
120,756,401,521,128,721,376,504,4,5
123,625,304,427,134,566,279,413,10,12
166,213,84,250,136,342,140,276,26,17
96,150,39,135,96,132,40,136,26,30
22,10,2,24,32,61,14,46,46,46
1,0,0,1,3,1,0,3,67,62
0,0,0,0,0,0,0,0,65,68
0,0,0,0,0,0,0,0,65,67
0,0,0,0,0,0,0,0,75,73
0,0,0,0,0,0,0,0,76,76
0,0,0,0,0,0,0,0,76,76
0,0,0,0,0,0,0,0,77,77
0,0,0,0,0,0,0,0,77,77
0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
2,1,1,13,8,39,5,31,#DIV/0!,#DIV/0!
30,252,35,124,28,279,55,135,#DIV/0!,#DIV/0!
54,641,166,296,58,567,164,279,#DIV/0!,4
78,768,314,410,73,766,311,412,2,1
80,890,442,522,83,864,426,509,0,1
83,924,502,585,83,917,491,574,0,0
84,923,499,582,90,890,473,563,0,2
92,846,405,497,85,860,408,494,3,2
71,814,311,383,77,774,291,369,1,2
55,630,161,216,52,561,164,216,0,4
24,183,32,56,25,245,52,77,15,9
1,0,0,1,6,17,3,8,9,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,13
0,0,0,0,0,0,0,0,42,37
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,59,57
0,0,0,0,0,0,0,0,49,51
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,45,45
0,0,0,0,0,0,0,0,45,45
2,2,0,2,8,33,6,14,40,36
41,139,26,66,40,196,46,86,20,23
74,541,160,234,65,530,172,237,9,8
69,855,347,416,77,790,322,399,0,3
89,874,434,523,82,892,437,520,3,2
82,946,514,597,85,926,497,582,1,2
78,962,520,598,78,956,510,587,0,0
75,924,452,528,74,920,444,518,0,0
67,848,330,397,66,838,324,390,0,0
51,674,172,223,49,603,175,224,0,1
23,217,38,61,24,275,57,81,1,1
1,3,1,2,5,29,5,10,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,32,5,14,0,0
34,185,35,69,33,239,55,88,0,0
66,585,166,231,62,541,170,232,0,0
75,799,326,401,74,788,320,394,0,0
80,899,450,528,80,886,438,518,0,0
84,929,510,593,112,825,444,556,0,4
146,713,386,532,122,786,421,542,10,6
118,739,364,482,144,634,306,450,7,11
135,509,200,336,120,535,221,341,13,11
96,351,91,187,89,329,97,187,12,16
27,139,25,52,38,140,29,67,32,28
1,0,0,1,5,14,2,7,40,37
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,34
0,0,0,0,0,0,0,0,38,36
0,0,0,0,0,0,0,0,36,36
0,0,0,0,0,0,0,0,32,35
0,0,0,0,0,0,0,0,41,40
2,1,0,2,8,39,7,15,45,39
30,252,48,78,28,306,70,98,19,21
54,719,200,254,55,633,193,248,0,3
72,845,343,415,77,812,322,400,1,3
121,763,377,498,134,714,344,479,8,9
198,556,304,503,171,632,340,511,17,14
168,646,353,521,186,578,311,498,13,16
183,518,257,440,178,500,252,430,18,19
177,222,95,272,162,232,106,268,35,38
84,12,4,87,94,58,20,113,67,54
15,20,3,18,26,14,2,28,42,50
1,4,1,2,5,12,2,7,41,44
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,60,64
0,0,0,0,0,0,0,0,72,71
0,0,0,0,0,0,0,0,78,77
0,0,0,0,0,0,0,0,76,70
0,0,0,0,0,0,0,0,54,57
0,0,0,0,0,0,0,0,47,46
0,0,0,0,0,0,0,0,47,43
0,0,0,0,0,0,0,0,35,36
0,0,0,0,0,0,0,0,31,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,31,30
2,2,0,3,9,33,6,15,31,28
31,254,49,81,30,301,71,101,15,15
54,734,208,262,58,628,194,252,0,4
80,825,336,416,78,816,330,409,4,3
99,850,430,528,95,855,427,522,5,5
90,931,515,605,89,928,505,594,2,3
75,992,542,616,76,978,527,603,0,0
69,972,477,546,70,958,466,536,0,0
62,900,354,416,62,883,346,408,0,0
53,700,187,240,52,611,185,237,1,6
30,188,34,64,28,261,58,87,20,17
1,0,0,2,8,14,2,10,19,17
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,2,10
0,0,0,0,0,0,0,0,32,29
0,0,0,0,0,0,0,0,46,46
0,0,0,0,0,0,0,0,43,35
0,0,0,0,0,0,0,0,13,17
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,7
0,0,0,0,0,0,0,0,22,19
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,24
0,0,0,0,0,0,0,0,9,12
3,9,1,4,10,33,6,16,0,2
48,81,14,62,54,80,18,72,15,16
109,278,89,199,116,246,79,195,28,24
182,386,151,333,184,332,136,320,22,25
252,305,156,407,251,284,142,393,27,28
287,273,151,439,283,272,148,432,29,29
