window 60,b,c,d,window 120,b,c,d,C_60_train,C_120_train
15,58,10,25,22,115,24,47,1,2
59,392,106,165,52,385,125,178,3,2
79,710,301,381,80,673,298,378,0,1
94,827,490,584,94,816,483,577,0,0
106,884,642,749,106,880,634,740,0,0
116,913,745,861,116,907,735,850,0,0
122,917,788,909,120,917,778,898,0,0
119,918,772,891,119,914,761,880,0,0
113,898,694,806,111,897,685,796,0,0
101,862,563,663,100,858,556,656,0,0
84,798,392,475,84,780,387,470,0,0
70,584,188,257,65,537,196,261,3,3
36,166,32,68,35,227,58,92,4,3
1,4,1,2,8,27,5,12,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,4,1,2,0,0
13,59,10,23,23,99,20,43,1,2
63,347,94,156,56,350,115,170,4,3
85,670,286,371,86,627,281,367,0,2
98,804,475,573,97,796,469,566,0,0
109,869,627,735,109,861,617,726,0,0
121,887,724,845,119,887,715,834,0,0
125,897,765,891,125,893,755,880,0,0
126,888,744,870,125,885,734,859,0,0
120,864,664,784,119,860,656,775,0,0
109,819,533,642,108,814,527,635,0,0
111,656,332,443,115,587,315,431,4,8
115,246,84,199,92,308,125,217,23,20
33,73,14,47,47,74,17,64,20,18
1,4,1,2,5,13,2,7,0,7
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,12,13
0,0,0,0,0,0,0,0,31,26
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,28,31
0,0,0,0,0,0,0,0,34,32
0,0,0,0,0,0,0,0,33,31
0,0,0,0,0,0,0,0,23,27
0,0,0,0,1,2,0,1,29,26
12,15,3,15,23,15,3,26,30,33
76,92,28,104,82,104,37,119,33,30
164,274,120,283,167,223,103,271,22,26
268,253,139,408,272,219,118,390,25,27
375,92,65,440,362,116,76,439,38,36
424,57,47,471,423,79,64,487,42,40
456,99,84,540,445,79,67,513,37,40
441,76,64,504,432,79,66,498,40,40
361,41,33,394,357,39,31,388,49,49
265,20,12,277,276,26,16,293,55,52
199,25,12,211,190,19,10,199,52,55
90,8,3,93,100,11,4,104,60,56
23,4,1,23,31,4,1,32,48,47
1,0,0,1,4,1,0,4,30,35
0,0,0,0,0,0,0,0,31,32
0,0,0,0,0,0,0,0,34,36
0,0,0,0,0,0,0,0,33,32
0,0,0,0,0,0,0,0,20,28
0,0,0,0,0,0,0,0,23,25
0,0,0,0,0,0,0,0,23,23
0,0,0,0,0,0,0,0,21,25
0,0,0,0,0,0,0,0,30,31
0,0,0,0,0,0,0,0,34,36
0,0,0,0,1,1,0,1,33,34
10,4,1,11,21,9,2,23,32,36
76,31,8,84,78,24,7,85,40,39
146,27,10,155,136,24,8,144,50,52
208,17,11,218,204,112,79,283,60,49
304,259,192,495,300,178,133,433,29,38
404,189,153,558,376,222,172,549,30,29
425,102,86,511,421,92,77,498,39,40
416,52,43,460,411,75,61,471,44,41
357,154,114,470,334,213,147,481,36,32
239,352,223,462,262,287,178,440,22,25
200,295,135,334,182,324,163,344,19,18
107,243,77,185,113,197,67,181,18,19
33,67,13,47,43,76,18,62,11,11
1,3,0,2,6,10,2,8,0,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,1,4
13,18,3,16,24,22,4,28,12,14
79,48,10,90,75,106,39,114,29,24
120,366,169,289,111,374,188,298,19,18
113,715,417,529,120,662,395,515,0,3
127,782,561,687,126,777,553,679,0,0
135,819,659,795,135,814,650,784,0,0
141,830,700,841,140,826,690,830,0,0
141,821,680,821,140,819,671,811,0,0
133,799,606,739,132,796,598,730,0,0
120,756,482,602,119,749,476,594,0,0
101,670,320,421,100,653,317,417,0,0
77,449,140,217,72,414,150,222,2,4
31,98,19,50,34,158,39,74,7,4
1,3,0,1,6,11,2,8,0,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,0,1,0,0
13,29,5,18,22,65,13,36,2,3
68,237,62,131,60,266,87,147,7,4
110,513,211,321,103,500,220,324,4,4
128,662,385,513,131,648,374,504,3,3
151,713,509,660,172,665,464,635,2,5
193,682,547,740,186,690,550,735,5,5
175,750,630,804,204,676,563,767,3,6
190,697,572,762,179,717,582,760,5,3
154,720,542,695,163,690,514,677,1,2
148,622,394,542,145,613,391,536,0,0
137,437,212,349,133,414,214,346,1,3
97,168,54,152,88,198,77,165,11,11
23,39,7,30,35,50,12,46,12,10
1,2,0,1,3,6,1,4,0,4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0
9,6,1,10,19,17,4,22,7,8
68,57,15,83,74,57,18,92,18,15
159,108,45,204,154,113,50,203,20,20
227,158,91,318,228,157,93,321,26,25
289,220,158,448,281,235,169,451,24,22
333,286,228,562,334,254,201,535,17,20
368,230,192,561,351,263,217,568,22,20
343,277,226,570,338,275,222,560,18,18
283,241,185,468,272,219,169,441,24,29
181,59,40,221,183,105,76,259,55,49
94,12,5,99,108,39,18,126,68,57
58,34,10,68,55,24,7,61,51,48
15,7,1,16,25,19,5,30,30,24
0,0,0,1,3,3,1,4,17,20
0,0,0,0,0,0,0,0,28,24
0,0,0,0,0,0,0,0,28,29
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,27,25
0,0,0,0,0,0,0,0,17,22
0,0,0,0,0,0,0,0,26,24
0,0,0,0,0,0,0,0,33,32
0,0,0,0,1,1,0,1,30,27
7,6,1,8,11,4,1,11,23,33
35,6,1,36,43,6,2,44,56,49
79,4,2,81,80,3,1,81,70,70
120,2,1,121,132,3,2,134,75,72
201,3,2,203,193,3,2,195,69,70
231,3,2,234,237,5,4,241,70,68
276,10,9,285,279,9,8,286,66,65
311,11,9,320,292,11,9,300,61,63
260,9,6,266,261,9,7,268,63,63
215,8,5,220,211,32,15,227,64,60
171,118,47,218,162,138,46,208,45,43
104,279,74,178,104,200,57,161,15,20
27,111,20,47,37,131,29,66,6,6
1,2,0,1,5,9,2,7,0,2
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,0,1,0,0
9,34,6,15,19,84,16,35,8,6
67,236,57,124,66,240,72,138,17,12
140,372,149,289,149,304,112,260,18,21
210,227,128,338,206,237,118,324,38,37
254,214,153,408,263,241,177,441,44,39
328,376,297,625,324,302,242,566,24,31
380,282,234,614,326,410,335,660,29,22
234,599,480,714,237,603,476,712,14,13
116,857,634,750,130,822,599,728,0,1
131,626,403,534,134,635,410,544,14,11
148,389,171,320,129,464,222,351,22,15
88,354,104,193,88,312,105,194,10,10
26,98,17,43,35,126,29,63,5,5
1,2,0,1,4,15,2,7,5,5
0,0,0,0,0,0,0,0,18,18
0,0,0,0,0,0,0,0,35,28
0,0,0,0,0,0,0,0,28,32
0,0,0,0,0,0,0,0,36,33
0,0,0,0,0,0,0,0,35,36
0,0,0,0,0,0,0,0,34,32
0,0,0,0,0,0,0,0,38,35
0,0,0,0,0,0,0,0,35,34
0,0,0,0,0,0,0,0,21,19
0,0,0,0,1,2,0,1,1,8
10,15,2,12,17,23,4,22,10,14
65,48,11,76,74,41,11,85,35,30
164,41,16,180,154,53,21,175,43,44
226,101,61,287,220,141,91,311,44,39
249,345,248,497,241,337,250,491,25,27
217,607,482,699,207,601,478,686,10,11
148,806,665,813,163,764,626,789,1,3
136,824,666,803,134,823,658,793,0,0
127,808,593,720,126,804,585,711,0,0
111,771,470,581,110,764,464,574,0,0
91,690,308,399,90,673,306,396,0,0
65,472,132,197,61,433,143,204,2,1
23,104,18,41,27,167,37,64,2,1
1,1,0,1,4,10,2,6,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,12,14
0,0,0,0,0,0,0,0,33,28
0,0,0,0,0,0,0,0,33,33
0,0,0,0,0,0,0,0,31,32
0,0,0,0,1,0,0,1,32,32
9,5,1,10,14,6,1,15,32,37
51,13,3,54,59,15,4,64,48,45
130,31,13,143,135,30,13,149,52,52
219,40,22,241,229,45,26,255,50,48
315,82,61,375,303,69,50,352,42,44
340,71,55,395,345,61,46,391,46,46
339,15,13,352,324,20,17,340,55,56
313,45,35,348,312,117,88,399,53,45
269,364,259,527,256,306,210,466,18,25
196,446,276,472,204,407,254,457,7,9
169,244,117,286,162,254,128,290,14,13
96,85,24,120,95,109,39,134,19,14
21,23,4,26,32,34,7,40,7,7
0,1,0,1,3,5,1,4,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,9
0,0,0,0,0,0,0,0,22,20
0,0,0,0,0,0,0,0,28,26
0,0,0,0,0,0,0,0,19,17
0,0,0,0,1,1,0,1,0,5
8,8,1,9,15,9,2,16,5,12
58,34,8,66,65,34,10,74,29,25
148,55,20,168,141,41,15,156,35,40
220,25,13,233,224,36,19,243,47,44
290,120,89,379,263,187,143,406,39,35
254,482,381,635,250,444,355,605,12,16
186,690,565,751,199,651,528,727,4,5
173,707,564,738,167,714,564,732,2,2
148,715,521,669,158,685,492,650,0,1
150,597,366,517,148,585,362,511,2,3
146,370,172,318,133,376,188,321,9,10
88,144,43,131,84,175,64,148,19,12
20,36,6,26,30,46,9,40,7,8
0,1,0,0,3,7,1,4,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,11,11
0,0,0,0,0,0,0,0,25,24
0,0,0,0,0,0,0,0,31,30
0,0,0,0,0,0,0,0,26,27
0,0,0,0,1,1,0,1,14,20
9,8,1,10,17,14,3,20,19,21
65,71,18,83,70,79,25,95,24,23
142,222,92,234,145,183,79,224,18,22
211,298,165,377,214,252,140,353,20,23
269,294,203,471,263,312,219,482,25,23
262,477,374,636,253,458,361,613,14,16
205,652,531,736,224,600,484,709,6,8
209,631,501,710,195,656,515,709,6,5
161,683,493,654,173,648,460,633,1,3
145,607,365,510,146,584,357,503,2,3
139,404,179,318,130,387,187,317,7,9
83,143,43,126,81,167,60,141,26,20
16,12,2,18,28,28,6,34,22,19
0,0,0,0,2,4,1,3,13,19
0,0,0,0,0,0,0,0,36,28
0,0,0,0,0,0,0,0,31,34
0,0,0,0,0,0,0,0,29,26
0,0,0,0,0,0,0,0,20,25
0,0,0,0,0,0,0,0,28,27
0,0,0,0,0,0,0,0,44,47
0,0,0,0,0,0,0,0,73,63
0,0,0,0,0,0,0,0,63,67
0,0,0,0,0,0,0,0,40,36
0,0,0,0,1,1,0,1,0,15
9,13,2,12,18,28,6,24,1,4
63,138,36,99,63,162,52,115,8,6
123,380,152,274,111,380,169,279,5,7
131,609,344,474,130,590,339,469,2,2
134,731,507,640,137,716,491,627,0,1
149,759,590,739,146,759,586,731,1,1
173,729,594,767,165,741,595,760,3,2
170,726,573,743,159,744,582,741,3,2
137,753,542,678,151,697,503,655,0,3
165,554,337,502,159,552,341,500,7,7
152,315,149,301,150,295,147,297,18,20
90,73,21,111,88,116,43,131,33,24
18,13,2,20,29,26,6,35,15,17
0,0,0,0,2,3,0,3,28,34
0,0,0,0,0,0,0,0,76,63
0,0,0,0,0,0,0,0,76,76
0,0,0,0,0,0,0,0,70,70
0,0,0,0,0,0,0,0,61,64
0,0,0,0,0,0,0,0,61,61
0,0,0,0,0,0,0,0,61,61
0,0,0,0,0,0,0,0,61,61
0,0,0,0,0,0,0,0,61,60
0,0,0,0,0,0,0,0,60,60
0,0,0,0,0,0,0,0,60,61
5,0,0,5,14,5,1,15,60,57
41,11,3,43,41,7,2,43,56,60
55,4,1,56,56,7,2,58,77,72
51,0,0,51,60,1,0,60,89,86
58,0,0,58,82,9,7,88,90,86
197,53,42,239,177,33,26,203,68,72
231,41,32,263,201,33,26,227,65,70
149,2,1,150,159,3,2,161,79,78
201,29,19,220,192,89,55,247,66,60
237,160,97,333,189,98,59,248,37,52
153,22,10,163,153,94,51,204,54,44
85,37,8,93,76,28,6,83,37,36
19,24,4,23,29,24,4,34,8,12
0,0,0,0,2,5,1,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0
9,16,3,11,17,14,2,19,2,9
64,34,8,71,60,24,6,66,29,30
107,17,6,113,109,16,5,113,59,56
173,8,5,177,185,28,18,203,65,60
231,296,215,446,207,319,239,446,34,35
149,774,597,746,175,658,512,687,3,10
126,861,692,818,135,832,661,797,0,1
120,870,678,798,121,862,666,787,0,0
114,844,597,710,113,839,587,700,0,0
103,787,459,561,102,781,453,554,0,0
84,691,288,372,83,668,286,369,0,0
58,413,108,166,53,395,124,177,3,2
17,58,10,27,22,130,27,49,3,2
0,0,0,0,2,7,1,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,1,0,0
9,37,6,15,15,104,19,34,0,0
43,379,88,132,40,373,107,147,1,0
70,705,265,336,70,668,264,334,0,0
114,737,397,511,133,677,353,487,3,6
265,430,283,548,257,432,267,525,20,21
372,204,158,530,347,282,212,559,33,28
341,378,303,644,311,409,324,635,23,23
193,706,546,739,215,650,494,710,8,10
127,809,569,696,131,786,551,683,2,3
133,685,403,536,128,688,402,530,4,4
123,495,213,336,121,452,210,331,9,12
80,149,44,124,70,212,76,147,29,23
12,11,2,14,25,32,7,32,31,31
0,0,0,0,1,2,0,2,28,27
0,0,0,0,0,0,0,0,26,28
0,0,0,0,0,0,0,0,26,27
0,0,0,0,0,0,0,0,16,15
0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0
9,24,4,13,16,69,13,29,0,1
49,289,69,118,46,304,90,136,2,1
79,630,239,319,78,588,239,317,0,1
96,771,422,518,95,761,417,512,0,0
110,836,567,677,115,814,547,662,0,1
128,844,644,772,122,855,646,767,2,1
115,901,715,829,122,878,690,811,0,1
114,894,691,804,113,889,680,793,0,0
110,860,605,714,108,860,597,705,0,0
98,810,468,566,98,798,460,558,0,0
84,701,290,373,81,679,290,371,1,1
58,403,107,166,54,383,122,176,6,5
17,37,6,23,22,116,25,47,7,5
0,0,0,0,1,2,0,2,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,11,13
0,0,0,0,0,0,0,0,31,24
0,0,0,0,0,0,0,0,28,29
0,0,0,0,0,0,0,0,31,29
0,0,0,0,0,0,0,0,30,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,32,32
7,5,1,8,13,8,1,14,33,36
30,13,2,33,25,8,1,27,54,57
30,0,0,30,39,5,1,40,88,79
63,0,0,63,63,0,0,63,87,87
77,0,0,77,65,0,0,65,87,89
45,0,0,45,83,0,0,84,94,88
170,2,2,171,148,2,1,150,77,79
209,3,2,211,192,3,2,195,70,72
148,3,2,150,147,2,2,148,75,76
94,1,1,95,102,2,1,102,80,77
72,2,1,73,71,3,1,71,73,71
49,6,1,50,45,4,1,46,55,58
10,2,0,10,15,2,0,16,49,53
0,0,0,0,1,0,0,1,68,69
0,0,0,0,0,0,0,0,93,86
0,0,0,0,0,0,0,0,92,92
0,0,0,0,0,0,0,0,92,91
0,0,0,0,0,0,0,0,90,91
0,0,0,0,0,0,0,0,90,91
0,0,0,0,0,0,0,0,92,92
0,0,0,0,0,0,0,0,93,93
0,0,0,0,0,0,0,0,92,92
0,0,0,0,0,0,0,0,78,78
0,0,0,0,0,0,0,0,64,76
3,1,0,3,9,3,0,10,82,70
38,8,2,40,48,12,4,52,56,61
109,25,10,119,116,23,9,125,49,47
167,23,11,178,158,22,10,169,56,55
161,6,4,165,175,10,6,180,71,67
191,3,2,193,175,2,2,177,72,74
178,2,1,179,183,2,1,184,76,75
185,2,1,186,194,5,4,197,75,72
208,8,5,213,196,6,4,200,67,69
163,7,3,166,187,31,13,200,67,58
156,112,37,194,138,82,26,164,37,43
76,110,29,105,80,91,26,107,23,20
13,20,4,16,22,26,5,27,4,10
0,0,0,0,1,2,0,1,8,11
0,0,0,0,0,0,0,0,28,23
0,0,0,0,0,0,0,0,30,30
0,0,0,0,0,0,0,0,29,29
0,0,0,0,0,0,0,0,28,29
0,0,0,0,0,0,0,0,31,30
0,0,0,0,0,0,0,0,31,27
0,0,0,0,0,0,0,0,25,32
0,0,0,0,0,0,0,0,41,32
0,0,0,0,0,0,0,0,21,23
0,0,0,0,0,1,0,1,0,5
8,12,2,9,16,36,7,23,1,3
56,165,41,97,53,206,63,116,6,4
94,494,189,283,100,431,175,275,1,5
154,541,282,436,139,574,305,443,7,5
157,653,443,600,152,659,444,595,5,5
129,805,606,735,131,794,592,723,0,0
129,833,652,781,129,827,640,769,0,0
128,824,628,756,127,820,618,745,0,0
124,787,544,667,125,771,529,653,0,1
158,500,300,458,156,497,305,461,15,14
179,153,57,236,149,237,112,261,28,25
79,91,24,104,85,95,30,115,29,22
11,11,2,13,22,19,4,26,11,14
0,0,0,0,1,2,0,1,11,13
0,0,0,0,0,0,0,0,31,25
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,30,31
0,0,0,0,0,0,0,0,32,30
0,0,0,0,0,0,0,0,29,30
0,0,0,0,0,0,0,0,34,34
0,0,0,0,0,0,0,0,43,41
0,0,0,0,0,0,0,0,45,44
0,0,0,0,0,0,0,0,28,26
0,0,0,0,0,1,0,0,0,9
6,13,2,8,15,22,4,19,2,4
54,129,32,87,54,166,52,106,7,5
108,407,154,262,106,366,152,258,1,5
173,455,236,409,165,468,244,409,9,7
235,424,280,515,222,461,300,522,16,13
255,482,362,617,241,511,378,618,15,13
220,609,475,695,217,608,469,686,9,9
157,743,559,716,169,709,528,697,3,4
141,725,496,636,150,688,467,617,2,3
162,519,295,457,158,471,284,441,9,14
143,149,70,213,130,202,104,234,37,33
58,12,3,61,68,19,7,75,52,50
7,1,0,8,16,4,1,17,48,46
0,0,0,0,0,0,0,0,50,55
0,0,0,0,0,0,0,0,77,70
0,0,0,0,0,0,0,0,74,75
0,0,0,0,0,0,0,0,68,69
0,0,0,0,0,0,0,0,61,64
0,0,0,0,0,0,0,0,59,60
0,0,0,0,0,0,0,0,61,60
0,0,0,0,0,0,0,0,59,60
0,0,0,0,0,0,0,0,55,55
0,0,0,0,0,0,0,0,54,56
0,0,0,0,0,0,0,0,61,60
5,2,0,6,14,8,1,15,57,54
52,25,6,58,61,30,9,70,45,47
146,109,46,191,143,104,46,188,37,37
228,145,72,300,210,103,50,260,35,42
252,24,15,267,229,47,26,255,57,57
201,4,3,205,197,4,3,200,72,72
180,1,1,181,165,1,1,166,76,78
142,1,1,142,139,1,1,139,81,81
94,0,0,94,103,0,0,103,85,83
92,0,0,92,94,2,1,95,82,80
73,3,1,74,72,3,1,73,76,77
34,2,0,34,38,3,1,39,72,71
6,1,0,6,9,1,0,9,64,67
0,0,0,0,0,0,0,0,67,69
0,0,0,0,0,0,0,0,77,73
0,0,0,0,0,0,0,0,74,75
0,0,0,0,0,0,0,0,75,74
0,0,0,0,0,0,0,0,75,75
0,0,0,0,0,0,0,0,75,75
0,0,0,0,0,0,0,0,82,81
0,0,0,0,0,0,0,0,91,88
0,0,0,0,0,0,0,0,91,90
0,0,0,0,0,0,0,0,90,88
0,0,0,0,0,0,0,0,78,81
1,0,0,1,6,0,0,6,76,75
23,1,0,23,21,0,0,21,74,78
51,1,0,52,54,1,0,54,79,77
62,2,1,62,49,1,0,49,84,87
21,0,0,21,35,0,0,35,96,93
28,0,0,28,33,0,0,33,96,95
41,0,0,41,42,0,0,42,94,94
59,0,0,59,61,0,0,61,91,91
80,0,0,80,80,0,0,80,87,86
100,2,1,101,93,2,1,94,77,78
98,4,1,99,87,4,1,88,66,67
47,12,2,49,48,10,2,49,49,43
8,11,2,9,14,8,1,15,9,17
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
6,13,2,8,15,25,5,19,1,5
54,139,33,88,51,196,59,110,11,7
104,435,157,262,112,344,132,245,7,13
163,462,242,405,163,470,238,401,15,13
224,445,285,508,234,396,253,487,18,21
299,300,223,521,266,396,292,558,29,23
221,575,443,663,218,578,440,657,14,14
127,827,613,741,138,798,584,722,1,2
110,827,551,660,109,822,542,651,0,0
96,781,421,517,97,760,411,507,0,1
92,560,222,314,87,558,230,317,7,6
65,248,55,120,57,275,80,137,8,6
10,40,7,17,19,90,16,35,1,1
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
6,14,2,8,15,27,5,20,1,5
59,64,13,72,54,144,45,99,21,13
94,425,167,261,88,419,179,267,14,13
98,729,377,475,100,699,365,465,0,1
131,739,474,605,140,711,449,589,3,4
180,671,489,669,156,726,522,678,7,5
137,801,610,747,152,758,570,722,1,3
171,664,495,666,174,609,453,627,9,14
219,375,246,466,182,524,341,523,27,16
129,640,340,469,140,556,279,419,4,11
83,619,230,313,84,565,225,309,0,2
52,288,67,120,48,302,87,136,6,3
10,29,5,15,18,67,12,30,2,3
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
6,15,3,8,13,57,10,24,0,0
46,243,55,101,44,263,74,118,0,0
81,569,204,285,79,533,205,285,0,0
100,718,371,471,98,707,366,464,0,0
127,748,480,607,137,716,453,590,2,3
173,686,499,673,152,736,529,681,6,4
135,805,610,745,146,772,578,725,1,3
121,828,606,727,122,821,595,717,0,0
115,797,523,638,114,793,515,629,0,0
100,747,396,497,100,737,390,490,0,0
78,651,238,317,76,623,238,314,0,0
44,373,83,128,43,356,98,141,0,0
9,41,7,16,14,108,19,34,0,0
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
5,11,2,7,14,24,4,18,0,3
56,63,13,69,63,64,17,80,15,15
134,89,30,164,135,106,39,175,37,31
184,259,142,326,201,219,119,320,30,30
273,265,159,432,271,259,162,433,27,27
315,271,201,516,289,333,245,534,27,23
227,574,432,659,245,522,390,635,11,13
195,633,461,656,179,667,478,657,8,6
137,722,471,608,170,618,403,572,2,7
148,571,301,448,130,614,324,455,7,4
87,578,214,301,106,454,172,278,0,8
51,233,57,107,49,258,77,126,12,7
8,14,2,11,16,43,8,24,4,7
0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,13,10
0,0,0,0,0,0,0,0,21,14
0,0,0,0,0,0,0,0,6,6
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
4,8,2,6,10,8,2,11,1,9
37,43,9,46,34,27,6,40,29,33
50,31,7,57,44,22,5,49,70,69
30,0,0,30,43,1,0,44,93,88
59,0,0,60,83,2,2,85,90,85
200,14,10,210,183,13,9,193,67,70
206,17,13,219,182,12,9,191,66,70
92,1,1,92,158,12,8,166,85,72
190,15,10,199,165,10,7,172,63,66
161,9,4,165,169,16,9,178,58,55
112,33,10,122,110,26,8,118,45,47
52,37,8,61,52,27,6,58,28,27
6,8,1,8,13,10,2,15,5,11
0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,12,14
0,0,0,0,0,0,0,0,33,27
0,0,0,0,0,0,0,0,33,33
0,0,0,0,0,0,0,0,34,33
0,0,0,0,0,0,0,0,34,33
0,0,0,0,0,0,0,0,34,32
0,0,0,0,0,0,0,0,36,37
0,0,0,0,0,0,0,0,40,37
4,2,0,4,5,2,0,6,31,42
24,5,1,25,27,5,1,28,56,55
