Year,Month,Day,Hour,Dhi,Dni,Ebh,Ghi,rain,tem,hum,Cloud,Zenith,gen
2017,7,1,1,0,0,0,0,0,25.8,84,100,122,0
2017,7,1,2,0,0,0,0,0,25.6,84,100,122,0
2017,7,1,3,0,0,0,0,0,25.5,86,100,118,0
2017,7,1,4,0,0,0,0,0,25.1,90,100,111,0
2017,7,1,5,0,0,0,0,0,23.9,90,100,103,0
2017,7,1,6,0,0,0,0,0,24.7,86,100,92,0
2017,7,1,7,0,0,0,0,0,25.4,87,100,81,0.044248
2017,7,1,8,0,0,0,0,0,25.1,84,100,69,0.104198
2017,7,1,9,0,0,0,0,0,25.7,83,100,57,0.301116
2017,7,1,10,0,0,0,0,0,26,83,100,44,0.458051
2017,7,1,11,0,0,0,0,0,26.1,80,100,32,1.611794
2017,7,1,12,0,0,0,0,0,26.6,73,100,21,2.171503
2017,7,1,13,4,0,0,4,0,28.2,73,99.6,12,2.698762
2017,7,1,14,24,0,0,24,0,28.5,68,97.6,14,3.712994
2017,7,1,15,40,0,0,40,0,29.3,71,95.6,25,2.23704
2017,7,1,16,41,0,0,41,0,28.3,78,94.4,37,0.914653
2017,7,1,17,24,0,0,24,0,27.5,75,95.8,49,1.004413
2017,7,1,18,12,0,0,12,0,27.9,77,97,62,0.687474
2017,7,1,19,4,0,0,4,0,27.2,79,98,74,0.085175
2017,7,1,20,1,0,0,1,0,26.7,83,99,85,0.016943
2017,7,1,21,0,0,0,0,0,26.2,84,99.4,95,0
2017,7,1,22,0,0,0,0,0,26,86,100,105,0
2017,7,1,23,0,0,0,0,0,26.1,87,100,113,0
2017,7,2,0,0,0,0,0,0.1,26.2,89,100,119,0
2017,7,2,1,0,0,0,0,0,25.8,87,100,122,0
2017,7,2,2,0,0,0,0,0,25.8,85,100,122,0
2017,7,2,3,0,0,0,0,0,25.8,82,100,118,0
2017,7,2,4,0,0,0,0,0,25.7,84,100,111,0
2017,7,2,5,0,0,0,0,0,26.4,84,100,103,0
2017,7,2,6,0,0,0,0,0,26.6,85,100,92,0.00016
2017,7,2,7,1,0,0,1,0,26.5,84,99.1,81,0.023924
2017,7,2,8,15,0,0,15,0,26.7,79,94.5,69,0.325604
2017,7,2,9,58,0,0,58,0.2,27.4,84,87.5,57,0.907339
2017,7,2,10,105,0,0,105,0.2,27.1,89,83.8,44,0.91808
2017,7,2,11,29,0,0,29,0,26.6,82,96.5,32,1.222926
2017,7,2,12,302,4,4,306,0,27.8,76,67,21,1.263015
2017,7,2,13,258,2,2,260,0,28.7,80,73.8,12,1.366552
2017,7,2,14,209,1,1,210,0,28,82,78.7,14,1.131398
2017,7,2,15,325,10,9,333,0,27.6,77,63.4,25,1.046008
2017,7,2,16,373,21,17,390,0,29.1,78,50.6,37,0.807575
2017,7,2,17,330,90,60,390,0,28.3,81,37.2,49,0.597141
2017,7,2,18,63,0,0,63,0,27.6,86,84.8,62,0.344787
2017,7,2,19,30,0,0,30,0,26.7,86,85.8,74,0.121823
2017,7,2,20,28,12,2,30,0,26.7,84,38.6,85,0.005541
2017,7,2,21,0,0,0,0,0,26.7,81,31.8,95,0
2017,7,2,22,0,0,0,0,0,27,81,30.1,105,0
2017,7,2,23,0,0,0,0,0,26.7,77,31,113,0
2017,7,3,0,0,0,0,0,0,26.8,79,30.6,119,0
2017,7,3,1,0,0,0,0,0,26.8,84,30,122,0
2017,7,3,2,0,0,0,0,0,26.5,86,30.4,122,0
2017,7,3,3,0,0,0,0,0,26.2,86,31,118,0
2017,7,3,4,0,0,0,0,0,26.2,86,38.7,111,0
2017,7,3,5,0,0,0,0,0,26.3,86,73,103,0
2017,7,3,6,0,0,0,0,0,26,86,99,92,0.00064
2017,7,3,7,2,0,0,2,0,25.9,88,98.6,81,0.10168
2017,7,3,8,9,0,0,9,0,25.8,89,96.9,69,0.482379
2017,7,3,9,23,0,0,23,0,25.6,88,95.2,57,0.817331
2017,7,3,10,41,0,0,41,0,25.9,90,94,45,0.502699
2017,7,3,11,51,0,0,51,0,25.5,90,93.9,32,0.481368
2017,7,3,12,66,0,0,66,0,25.4,86,93,21,0.861714
2017,7,3,13,84,0,0,84,0,26.3,82,91.6,12,0.658973
2017,7,3,14,134,0,0,134,0,26.9,83,86.4,14,2.871886
2017,7,3,15,283,3,3,286,0,26.8,82,68.9,25,2.831722
2017,7,3,16,424,128,101,526,0,27.3,84,33.9,37,3.840851
2017,7,3,17,269,373,250,519,0,27.3,86,17.4,49,3.035625
2017,7,3,18,207,22,11,217,0,27.4,87,49.8,62,1.353836
2017,7,3,19,69,2,1,70,0.4,27.1,90,69.5,74,0.493823
2017,7,3,20,21,7,1,22,0,26.3,86,49.8,85,0.026585
2017,7,3,21,0,0,0,0,0,26.5,85,32.2,95,0
2017,7,3,22,0,0,0,0,0,26.5,88,23.9,105,0
2017,7,3,23,0,0,0,0,0,26.4,88,19.6,113,0
2017,7,4,0,0,0,0,0,0,26.3,88,54.1,119,0
2017,7,4,1,0,0,0,0,0,26.2,92,87.7,122,0
2017,7,4,2,0,0,0,0,0,25.8,94,77.4,122,0
2017,7,4,3,0,0,0,0,0,25.6,92,54.7,118,0
2017,7,4,4,0,0,0,0,0,26.1,94,51.8,111,0
2017,7,4,5,0,0,0,0,0.1,25.4,95,79.3,103,0
2017,7,4,6,0,0,0,0,3.2,24.9,95,96,92,0.0004
2017,7,4,7,14,0,0,14,0,24.5,95,86.4,81,0.059432
2017,7,4,8,86,3,1,87,0,24.8,95,69.4,69,0.425305
2017,7,4,9,178,6,3,181,0,25,88,62.8,57,0.915343
2017,7,4,10,182,2,2,184,0,26.5,91,72.6,45,1.521709
2017,7,4,11,247,2,2,248,0,25.9,83,70.2,32,1.541293
2017,7,4,12,393,11,10,403,0,27.3,85,57,21,2.266324
2017,7,4,13,382,14,13,396,0,27,82,59.8,13,2.719655
2017,7,4,14,260,2,2,262,0,27.3,85,73,14,1.846291
2017,7,4,15,209,1,1,210,0.5,26.8,89,76.3,25,1.111743
2017,7,4,16,287,17,13,301,0,26.3,81,59.6,37,2.211423
2017,7,4,17,185,11,8,193,0,27.7,78,67,49,1.335848
2017,7,4,18,102,2,1,103,0,27.7,84,71.8,62,1.103423
2017,7,4,19,66,3,1,67,0,27.1,89,60.3,74,0.409823
2017,7,4,20,18,3,1,19,0,25.9,93,47.8,85,0.037907
2017,7,4,21,0,0,0,0,0,25.4,95,35.3,95,0
2017,7,4,22,0,0,0,0,0,25.1,95,29.3,105,0
2017,7,4,23,0,0,0,0,0,24.8,95,40.7,113,0
2017,7,5,0,0,0,0,0,0,24.9,95,52.7,119,0
2017,7,5,1,0,0,0,0,0,24.9,95,63.1,122,0
2017,7,5,2,0,0,0,0,0,24.9,95,70.8,122,0
2017,7,5,3,0,0,0,0,0,24.9,95,78.5,118,0
2017,7,5,4,0,0,0,0,0,24.7,95,84,111,0
2017,7,5,5,0,0,0,0,0,24.8,95,84.1,103,0
2017,7,5,6,0,0,0,0,0,24.6,95,85,92,0.00056
2017,7,5,7,12,0,0,12,0,24.8,95,82.7,81,0.089478
2017,7,5,8,63,3,1,64,0,25.2,84,70.1,69,0.855411
2017,7,5,9,206,27,15,221,0,27.1,77,43.8,57,1.911802
2017,7,5,10,313,175,124,437,0,28.5,77,23.2,45,2.771187
2017,7,5,11,251,534,453,704,0,28.7,68,3.9,32,3.974177
2017,7,5,12,291,514,478,769,0,30.7,66,4.1,21,4.372093
2017,7,5,13,288,539,525,813,0,31.1,64,1.2,13,4.571794
2017,7,5,14,290,539,522,812,0,31.6,59,2.3,14,4.623065
2017,7,5,15,335,413,376,711,0,32.7,60,9.6,25,2.692404
2017,7,5,16,384,119,94,478,0,32.5,65,30,37,3.068383
2017,7,5,17,193,513,339,532,0,30.9,67,0,49,2.76976
2017,7,5,18,168,357,171,339,0,30.7,65,4.1,62,1.530509
2017,7,5,19,113,84,23,137,0,29.9,73,20.8,74,0.477095
2017,7,5,20,30,33,6,36,0,28.5,82,6.1,85,0.035566
2017,7,5,21,0,0,0,0,0,27.1,91,0,95,0
2017,7,5,22,0,0,0,0,0,26.4,91,0,105,0
2017,7,5,23,0,0,0,0,0.1,26.1,90,0,113,0
2017,7,6,0,0,0,0,0,0,26.4,90,0,119,0
2017,7,6,1,0,0,0,0,0,26.4,89,0,122,0
2017,7,6,2,0,0,0,0,0,26.6,86,0,122,0
2017,7,6,3,0,0,0,0,0,26.5,90,1,118,0
2017,7,6,4,0,0,0,0,0,26.2,94,44.6,112,0
2017,7,6,5,0,0,0,0,0,25.9,93,93.6,103,0
2017,7,6,6,0,0,0,0,0,25.9,94,100,92,0.005781
2017,7,6,7,0,0,0,0,0,25.9,91,100,81,0.109701
2017,7,6,8,0,0,0,0,0,26.1,88,100,69,0.486539
2017,7,6,9,0,0,0,0,10,26.6,95,100,57,0.152488
2017,7,6,10,0,0,0,0,10,24.7,95,100,45,0.570156
2017,7,6,11,0,0,0,0,0.2,24.6,90,100,32,1.103861
2017,7,6,12,0,0,0,0,2.4,25.1,90,100,21,0.818724
2017,7,6,13,0,0,0,0,0.1,25.6,91,100,13,0.533566
2017,7,6,14,1,0,0,1,10,25.9,93,99.9,14,0.10144
2017,7,6,15,22,0,0,22,10,23.2,95,97.6,25,0.320522
2017,7,6,16,40,0,0,40,10,22.3,95,94.7,37,0.136307
2017,7,6,17,166,2,2,167,1.7,23,95,71.7,49,0.476758
2017,7,6,18,189,17,8,197,0,23.5,94,50.3,62,0.751907
2017,7,6,19,50,1,0,50,0,24.3,92,75.2,74,0.178135
2017,7,6,20,1,0,0,1,0.1,24.4,94,99.1,85,0.021924
2017,7,6,21,0,0,0,0,0,24.2,95,97,95,0
2017,7,6,22,0,0,0,0,0,23.8,93,66.3,105,0
2017,7,6,23,0,0,0,0,0,24.1,94,35.8,113,0
2017,7,7,0,0,0,0,0,0,24,92,62,119,0
2017,7,7,1,0,0,0,0,0,24.2,90,95.4,122,0
2017,7,7,2,0,0,0,0,0,24,87,100,122,0
2017,7,7,3,0,0,0,0,0,24.3,88,100,118,0
2017,7,7,4,0,0,0,0,0,24.8,91,100,112,0
2017,7,7,5,0,0,0,0,0.4,25.7,92,100,103,0
2017,7,7,6,0,0,0,0,0.5,25.9,94,100,92,0
2017,7,7,7,0,0,0,0,1.5,25.9,93,100,81,0.021284
2017,7,7,8,0,0,0,0,0,26.3,88,100,69,0.378594
2017,7,7,9,21,0,0,21,0,27,81,95,57,1.21584
2017,7,7,10,160,1,1,161,0,27.7,77,73.4,45,1.390442
2017,7,7,11,371,31,27,398,0,28.2,75,48,33,2.417145
2017,7,7,12,427,26,24,451,0,28.6,71,48.6,22,1.949069
2017,7,7,13,249,2,2,251,0,29.3,70,73.4,13,2.876535
2017,7,7,14,29,0,0,29,0,29.8,70,96.9,14,3.813844
2017,7,7,15,170,0,0,170,0,29.9,75,80.8,25,2.473617
2017,7,7,16,339,14,11,351,0,28.8,70,54.7,37,3.277861
2017,7,7,17,314,174,113,427,0,29.8,67,30.1,49,2.713975
2017,7,7,18,211,264,126,337,0,30.3,70,19.3,62,1.352754
2017,7,7,19,109,171,52,160,0,29.3,75,27.6,74,0.295899
2017,7,7,20,23,12,2,25,0,27.9,78,46,85,0.040888
2017,7,7,21,0,0,0,0,0,27.5,81,21.1,95,0
2017,7,7,22,0,0,0,0,0,27.3,80,30.8,105,0
2017,7,7,23,0,0,0,0,0,27.2,81,30.1,113,0
2017,7,8,0,0,0,0,0,0,27.1,85,31,119,0
2017,7,8,1,0,0,0,0,0,26.6,85,40.5,123,0
2017,7,8,2,0,0,0,0,0,27.2,84,28.1,122,0
2017,7,8,3,0,0,0,0,0,27.1,86,14,118,0
2017,7,8,4,0,0,0,0,0,27.1,88,0,112,0
2017,7,8,5,0,0,0,0,0,26.9,86,4.1,103,0
2017,7,8,6,1,0,0,1,0,27,91,37.3,93,0.00008
2017,7,8,7,30,6,1,31,0,26.5,89,56.1,81,0.012682
2017,7,8,8,70,3,1,71,0,26.8,90,69.9,69,0.232484
2017,7,8,9,79,0,0,79,0,26.9,91,81.8,57,0.205141
2017,7,8,10,100,0,0,100,0,26.8,93,84.1,45,0.664615
2017,7,8,11,180,1,1,181,0,26.8,92,76.9,33,1.702484
2017,7,8,12,256,2,2,258,0,27,87,71.4,22,2.221975
2017,7,8,13,401,28,27,428,0,28.3,85,55.4,13,2.680387
2017,7,8,14,285,5,5,290,0,28.4,84,69.7,14,2.38944
2017,7,8,15,139,0,0,139,0.2,28.5,92,84.3,25,0.337032
2017,7,8,16,36,0,0,36,4.2,26.9,92,95.3,37,0.154152
2017,7,8,17,32,0,0,32,0.8,25,92,94.5,49,0.624846
2017,7,8,18,146,6,3,149,0,25.1,93,63.2,62,0.10184
2017,7,8,19,35,0,0,35,1,25,91,82.5,74,0.00096
2017,7,8,20,17,4,1,17,0.3,25.2,95,52.8,85,0.042008
2017,7,8,21,0,0,0,0,0,24.6,95,38.1,95,0
2017,7,8,22,0,0,0,0,0.1,23,95,46.9,105,0
2017,7,8,23,0,0,0,0,0,23.6,95,28.4,113,0
2017,7,9,0,0,0,0,0,0,23.3,95,0,120,0
2017,7,9,1,0,0,0,0,0,23.4,93,0,123,0
2017,7,9,2,0,0,0,0,0,23.6,95,0,122,0
2017,7,9,3,0,0,0,0,0,23.2,95,0,118,0
2017,7,9,4,0,0,0,0,0,23.3,95,0,112,0
2017,7,9,5,0,0,0,0,0,23.3,95,0,103,0
2017,7,9,6,2,4,1,2,0,23.9,95,0,93,0.0004
2017,7,9,7,47,32,6,53,0,24.5,94,30.3,81,0.176716
2017,7,9,8,146,87,32,178,0,25.8,86,29.4,69,1.042451
2017,7,9,9,233,65,35,268,0,27.3,85,40.9,57,1.425288
2017,7,9,10,336,61,44,380,0,27.5,81,41.9,45,1.857861
2017,7,9,11,428,57,47,475,0,28.2,80,41.7,33,2.841739
2017,7,9,12,435,48,44,479,0,28.8,77,48.4,22,1.953592
2017,7,9,13,245,1,1,246,0,29.2,82,74.9,13,2.596177
2017,7,9,14,337,4,4,340,0,28,81,65,14,2.095398
2017,7,9,15,393,18,16,409,0,28.4,77,54.2,25,2.302354
2017,7,9,16,267,17,14,281,0,28.8,84,63.3,37,1.643499
2017,7,9,17,231,11,7,238,0,28.1,80,59.5,49,1.226434
2017,7,9,18,177,15,7,184,0,28.2,82,53.7,62,0.452531
2017,7,9,19,65,2,1,66,0,27.9,83,67.3,74,0.155411
2017,7,9,20,18,1,0,18,0,27.4,81,57.1,85,0.006421
2017,7,9,21,0,0,0,0,0,27.4,81,41.9,95,0
2017,7,9,22,0,0,0,0,0,27.3,82,34.8,105,0
2017,7,9,23,0,0,0,0,0,27.3,82,43.5,114,0
2017,7,10,0,0,0,0,0,0,27.2,84,80,120,0
2017,7,10,1,0,0,0,0,0,27.1,86,57,123,0
2017,7,10,2,0,0,0,0,0,27,86,62.5,122,0
2017,7,10,3,0,0,0,0,0,26.9,88,61.8,119,0
2017,7,10,4,0,0,0,0,0,26.7,86,56.4,112,0
2017,7,10,5,0,0,0,0,0,26.8,90,54.3,103,0
2017,7,10,6,1,0,0,1,0,26.4,89,59.8,93,0
2017,7,10,7,33,10,2,35,0,26.6,87,46,81,0.021503
2017,7,10,8,67,5,2,69,0,27,84,67.8,69,0.244526
2017,7,10,9,140,8,4,145,0,27.4,85,65.1,57,0.632404
2017,7,10,10,127,1,1,127,0,27.5,85,79.1,45,0.839949
2017,7,10,11,86,0,0,86,0,27.5,85,88.9,33,0.795802
2017,7,10,12,148,0,0,148,0,27.5,85,83.4,22,0.690581
2017,7,10,13,256,8,8,264,0,27.6,85,72.1,13,0.862354
2017,7,10,14,226,8,8,234,0,27.7,83,74.8,14,1.172349
2017,7,10,15,210,1,1,211,0,27.9,84,75.6,25,1.110981
2017,7,10,16,331,28,22,353,0,28,83,52.4,37,1.557457
2017,7,10,17,154,7,5,158,0,27.8,83,72.4,49,1.193002
2017,7,10,18,169,36,18,187,0,27.8,85,52.3,62,0.275676
2017,7,10,19,53,8,2,55,0,27.4,83,68.3,74,0.029785
2017,7,10,20,20,6,1,21,0,27.5,84,43.9,85,0.00088
2017,7,10,21,0,0,0,0,0,27.2,86,33,95,0
2017,7,10,22,0,0,0,0,0,26.8,90,44,105,0
2017,7,10,23,0,0,0,0,0.1,25.9,85,32.9,114,0
2017,7,11,0,0,0,0,0,0,25.4,92,46.3,120,0
2017,7,11,1,0,0,0,0,0,24,93,49.6,123,0
2017,7,11,2,0,0,0,0,0,23.6,90,48.9,122,0
2017,7,11,3,0,0,0,0,0,24.1,93,46.1,119,0
2017,7,11,4,0,0,0,0,0,23.7,93,41.1,112,0
2017,7,11,5,0,0,0,0,0,23.8,93,36.2,103,0
2017,7,11,6,1,3,1,2,0,23.9,95,0,93,0.011482
2017,7,11,7,32,10,2,34,0,23.9,92,41.2,81,0.088897
2017,7,11,8,55,7,2,58,0,24.4,90,69.9,69,0.224425
2017,7,11,9,121,3,1,122,0,24.9,89,68.7,57,1.012745
2017,7,11,10,186,4,3,189,0,25.7,87,66.8,45,1.486038
2017,7,11,11,122,0,0,122,0,26,89,83,33,1.322387
2017,7,11,12,212,1,1,213,0,25.3,87,73.9,22,1.557436
2017,7,11,13,254,2,2,256,0,25.6,86,70.7,13,1.849655
2017,7,11,14,311,4,4,315,0,26.1,81,64.2,14,2.028484
2017,7,11,15,377,24,22,398,0,26.5,77,50.4,25,1.930392
2017,7,11,16,258,6,5,263,0.1,27.9,79,61.1,37,2.152547
2017,7,11,17,261,32,21,282,0,27.5,77,45.5,49,1.600775
2017,7,11,18,206,151,71,277,0,28,80,18.1,62,1.436408
2017,7,11,19,109,105,30,140,0,26.8,88,15.2,74,0.393979
2017,7,11,20,25,13,2,27,0,25,94,21.6,85,0.080556
2017,7,11,21,0,0,0,0,0,24,95,0,96,0
2017,7,11,22,0,0,0,0,0,23.1,95,0,105,0
2017,7,11,23,0,0,0,0,0,22.5,95,0,114,0
2017,7,12,0,0,0,0,0,0,22.2,95,0,120,0
2017,7,12,1,0,0,0,0,0,21.9,95,0,123,0
2017,7,12,2,0,0,0,0,0,21.9,95,0,123,0
2017,7,12,3,0,0,0,0,0,21.5,95,0,119,0
2017,7,12,4,0,0,0,0,0,21.7,95,0,112,0
2017,7,12,5,0,0,0,0,0,21.9,95,0,104,0
2017,7,12,6,1,3,1,2,0,22.2,95,0,93,0.00016
2017,7,12,7,42,17,3,45,0,22.6,95,37,81,0.079676
2017,7,12,8,126,23,8,133,0,23.2,95,46.4,70,0.330905
2017,7,12,9,220,22,12,232,0,23.5,95,49.5,58,0.964051
2017,7,12,10,327,106,77,404,0,24.1,78,39.3,45,2.515057
2017,7,12,11,153,805,672,826,0,27.8,72,0,33,4.307242
2017,7,12,12,164,838,778,942,0,30.2,67,0,22,4.538964
2017,7,12,13,169,856,832,1002,0,30.6,62,0,13,4.649625
2017,7,12,14,167,859,828,995,0,30.3,61,0,15,4.614821
2017,7,12,15,157,854,775,932,0,30.7,65,0,25,4.418526
2017,7,12,16,141,839,672,813,0,30.8,64,0,37,3.958699
2017,7,12,17,128,779,514,641,0,30.2,64,0,49,2.921171
2017,7,12,18,101,715,339,440,0,29.6,66,0,62,1.646834
2017,7,12,19,78,525,149,228,0,28.9,71,1,74,0.516644
2017,7,12,20,33,73,12,46,0,27.7,85,8.7,85,0.059112
2017,7,12,21,0,0,0,0,0,25.5,95,0,96,0
2017,7,12,22,0,0,0,0,0,23.7,95,0,105,0
2017,7,12,23,0,0,0,0,0,22.9,95,0,114,0
2017,7,13,0,0,0,0,0,0,22.4,95,0,120,0
2017,7,13,1,0,0,0,0,0,22,95,0,123,0
2017,7,13,2,0,0,0,0,0,22.3,95,0,123,0
2017,7,13,3,0,0,0,0,0,22.7,95,0,119,0
2017,7,13,4,0,0,0,0,0,23.2,95,0,112,0
2017,7,13,5,0,0,0,0,0,23.1,94,0,104,0
2017,7,13,6,1,3,1,2,0,23.3,95,0,93,0.021204
2017,7,13,7,49,151,26,76,0,22.9,91,0,82,0.294038
2017,7,13,8,131,262,86,217,0,23.6,88,14.8,70,0.814644
2017,7,13,9,251,135,73,324,0,24.9,80,30.4,58,1.247006
2017,7,13,10,314,27,19,333,0,26.6,74,49.7,45,1.732922
2017,7,13,11,294,484,409,703,0,28.7,72,14.1,33,3.523091
2017,7,13,12,172,827,768,940,0,29.5,70,1,22,4.535848
2017,7,13,13,161,882,857,1018,0,29.9,63,0.2,14,4.811848
2017,7,13,14,427,375,362,789,0,30.7,66,21.6,15,2.769015
2017,7,13,15,365,377,340,705,0,30.3,65,23.5,25,4.011545
2017,7,13,16,175,736,592,766,0,31.7,60,1.8,37,3.804745
2017,7,13,17,154,665,439,593,0,32.1,63,0,49,2.492737
2017,7,13,18,134,524,249,383,0,31.3,70,0,62,1.652055
2017,7,13,19,100,284,81,181,0,30,79,1.1,74,0.469815
2017,7,13,20,24,20,3,27,0,28,88,25.6,85,0.070034
2017,7,13,21,0,0,0,0,0,26.6,93,0,96,0
2017,7,13,22,0,0,0,0,0,25.7,95,0,105,0
2017,7,13,23,0,0,0,0,0,25.2,95,0,114,0
2017,7,14,0,0,0,0,0,0,24.7,95,0,120,0
2017,7,14,1,0,0,0,0,0,24.7,95,0,123,0
2017,7,14,2,0,0,0,0,0,24.9,95,0,123,0
2017,7,14,3,0,0,0,0,0,25.5,94,0,119,0
2017,7,14,4,0,0,0,0,0,26,95,0,113,0
2017,7,14,5,0,0,0,0,0,25.8,92,0,104,0
2017,7,14,6,1,3,1,2,4.2,26.7,95,0,93,0
2017,7,14,7,26,5,1,26,0.5,26.1,89,59.2,82,0.006021
2017,7,14,8,65,4,1,67,4,24.8,93,71.8,70,0.078636
2017,7,14,9,231,177,92,323,0,24.1,81,24.1,58,1.363112
2017,7,14,10,166,643,452,618,0,27,71,0,45,3.358109
2017,7,14,11,187,705,588,775,0.3,30.6,69,1.2,33,3.742105
2017,7,14,12,237,663,616,853,0,31.3,68,4.1,22,4.889225
2017,7,14,13,415,356,345,760,0,31.7,73,19,14,4.246509
2017,7,14,14,310,559,538,849,0,30.1,74,9.4,15,3.467036
2017,7,14,15,393,27,24,417,0,30,75,52.4,25,2.6808
2017,7,14,16,300,8,6,306,0,29.9,78,60,37,2.006421
2017,7,14,17,214,5,3,217,0,29.4,78,63.3,49,1.147427
2017,7,14,18,201,249,119,320,0,29.6,76,17.9,62,1.640211
2017,7,14,19,116,154,45,160,0,29.6,81,15.5,74,0.630227
2017,7,14,20,26,24,4,31,0,28.7,87,20.1,85,0.036947
2017,7,14,21,0,0,0,0,0,27.3,91,0,96,0
2017,7,14,22,0,0,0,0,0,26.8,90,0,106,0
2017,7,14,23,0,0,0,0,0,26.7,87,0,114,0
2017,7,15,0,0,0,0,0,0,26.9,89,0,120,0
2017,7,15,1,0,0,0,0,0,26.6,84,0,123,0
2017,7,15,2,0,0,0,0,0,27.4,85,4.6,123,0
2017,7,15,3,0,0,0,0,0,27.7,83,38,119,0
2017,7,15,4,0,0,0,0,0,27.8,85,40.4,113,0
2017,7,15,5,0,0,0,0,0,27.5,86,44.4,104,0
2017,7,15,6,1,0,0,1,0,27.4,87,44.3,93,0.0004
2017,7,15,7,30,6,1,31,0,27.2,88,56.2,82,0.187878
2017,7,15,8,124,28,9,133,0,27.3,84,45.5,70,0.619549
2017,7,15,9,191,21,11,203,0,27.9,77,55.5,58,1.397625
2017,7,15,10,203,6,4,206,0,29.2,82,67.5,46,0.611882
2017,7,15,11,25,0,0,25,0.3,28.1,93,96.9,33,0.247491
2017,7,15,12,79,0,0,80,0.3,27,86,91.2,22,1.115368
2017,7,15,13,211,1,1,212,0,28.2,80,77.8,14,1.582859
2017,7,15,14,243,1,1,244,0,29,79,74.4,15,1.690139
2017,7,15,15,162,0,0,162,0,29,81,81.7,25,0.701516
2017,7,15,16,174,1,1,175,0,28.8,81,77.2,37,0.992097
2017,7,15,17,144,2,1,145,0,28.4,79,75.8,49,0.842345
2017,7,15,18,136,3,1,137,0,28.5,83,66.2,62,0.336766
2017,7,15,19,85,29,8,93,0,28,82,53.8,74,0.248589
2017,7,15,20,18,4,1,18,0,28,85,53.6,85,0.017663
2017,7,15,21,0,0,0,0,0,27.3,83,41,96,0
2017,7,15,22,0,0,0,0,0,27.5,80,30,106,0
2017,7,15,23,0,0,0,0,0,27.6,81,27,114,0
2017,7,16,0,0,0,0,0,0,27.3,83,1.1,120,0
2017,7,16,1,0,0,0,0,0,26.9,83,0,123,0
2017,7,16,2,0,0,0,0,0,27.3,84,0,123,0
2017,7,16,3,0,0,0,0,0,27.3,85,3.8,119,0
2017,7,16,4,0,0,0,0,0,27.3,84,30.9,113,0
2017,7,16,5,0,0,0,0,0,27.6,87,32.3,104,0
2017,7,16,6,1,0,0,1,0,27.2,87,65.6,93,0.005461
2017,7,16,7,39,12,2,41,0,27.4,86,42.6,82,0.213802
2017,7,16,8,121,17,6,126,0,27.6,83,50,70,0.723364
2017,7,16,9,245,51,27,272,0,28.1,81,40.7,58,1.408101
2017,7,16,10,328,40,28,356,0,28.5,79,45.3,46,2.321423
2017,7,16,11,435,102,84,519,0,28.9,74,36,33,3.128408
2017,7,16,12,185,788,726,911,0,29.9,74,1.7,23,4.306063
2017,7,16,13,347,516,499,846,0,29.9,67,14.2,14,4.262653
2017,7,16,14,173,837,807,980,0,31.1,65,0,15,4.416236
2017,7,16,15,162,833,753,915,0,31.8,64,0,25,4.180257
2017,7,16,16,158,782,628,786,0,31.7,69,1,37,2.751448
2017,7,16,17,329,95,61,390,0,30.4,72,37.5,49,1.759537
2017,7,16,18,230,96,44,274,0,29.6,72,35.2,62,1.959179
2017,7,16,19,111,280,75,186,0,30.1,78,13.4,74,0.678657
2017,7,16,20,32,54,9,41,0,28.6,83,10.5,85,0.058152
2017,7,16,21,0,0,0,0,0,27.6,80,3.6,96,0
2017,7,16,22,0,0,0,0,0,27,93,0,106,0
2017,7,16,23,0,0,0,0,0,25.5,84,0,114,0
2017,7,17,0,0,0,0,0,0,26.6,85,0,120,0
2017,7,17,1,0,0,0,0,0,27.2,86,0,124,0
2017,7,17,2,0,0,0,0,0,27.6,85,3.7,123,0
2017,7,17,3,0,0,0,0,0,27.7,86,47.5,120,0
2017,7,17,4,0,0,0,0,0,27.7,85,27.2,113,0
2017,7,17,5,0,0,0,0,0,27.5,82,55.7,104,0
2017,7,17,6,1,0,0,1,0,27.5,86,21.3,93,0.005861
2017,7,17,7,47,48,8,55,0,27.1,87,23.6,82,0.212842
2017,7,17,8,123,50,16,138,0,27.4,79,42.2,70,0.950686
2017,7,17,9,157,500,266,423,0,28.7,78,5.4,58,2.323642
2017,7,17,10,295,313,213,508,0,28.7,74,19.6,46,2.607074
2017,7,17,11,236,4,3,239,0,29.8,79,69.6,33,1.920884
2017,7,17,12,0,0,0,0,0,29.1,77,100,23,3.333305
2017,7,17,13,0,0,0,0,0,29.8,77,100,14,2.69216
2017,7,17,14,0,0,0,0,0,29.3,83,100,15,1.419895
2017,7,17,15,0,0,0,0,0,28.7,84,100,25,0.650451
2017,7,17,16,0,0,0,0,0,28.2,87,100,37,0.312922
2017,7,17,17,0,0,0,0,0.3,27.6,90,100,49,0.304699
2017,7,17,18,0,0,0,0,0,27.1,93,100,62,0.064232
2017,7,17,19,0,0,0,0,3.9,26.5,95,100,74,0.011882
2017,7,17,20,0,0,0,0,0.3,26,95,100,85,0.00088
2017,7,17,21,0,0,0,0,0,26,95,100,96,0
2017,7,17,22,0,0,0,0,0,26.1,95,100,106,0
2017,7,17,23,0,0,0,0,0.1,25.9,95,100,114,0
2017,7,18,0,0,0,0,0,0,26,95,100,121,0
2017,7,18,1,0,0,0,0,0,26.1,95,100,124,0
2017,7,18,2,0,0,0,0,0.4,25.9,95,99.9,123,0
