Year,Month,Day,Hour,Dhi,Dni,Ebh,Ghi,rain,tem,hum,Cloud,Zenith,gen
2017,10,29,22,0,0,0,0,0,10.5,52,0,134,0
2017,10,29,23,0,0,0,0,0,10.6,50,0,145,0
2017,10,30,0,0,0,0,0,0,10.5,51,0,154,0
2017,10,30,1,0,0,0,0,0,10.2,52,0,159,0
2017,10,30,2,0,0,0,0,0,10.4,52,0,155,0
2017,10,30,3,0,0,0,0,0,10.4,49,0,145,0
2017,10,30,4,0,0,0,0,0,10,49,0,134,0
2017,10,30,5,0,0,0,0,0,9.3,51,0,122,0
2017,10,30,6,0,0,0,0,0,8.9,52,0,109,0
2017,10,30,7,0,0,0,0,0,8.6,51,0,97,0.00016
2017,10,30,8,27,156,27,54,0,8.7,50,0,85,0.185836
2017,10,30,9,53,708,192,245,0,9.2,49,0,74,2.197827
2017,10,30,10,76,809,356,432,0,9.9,46,1.2,64,4.040665
2017,10,30,11,140,694,389,529,0,11.1,41,10.6,56,5.123566
2017,10,30,12,176,663,428,604,0,12,38,12.3,50,5.762379
2017,10,30,13,161,731,489,651,0,12.8,40,10.1,48,5.925916
2017,10,30,14,96,913,583,679,0,13.8,44,1.7,50,5.609815
2017,10,30,15,84,896,509,593,0,13.7,42,0,55,4.818438
2017,10,30,16,69,849,369,438,0,13.4,43,0,64,3.5324
2017,10,30,17,55,707,193,248,0,12.9,43,0,74,1.465798
2017,10,30,18,24,192,33,56,0,11.8,48,0,86,0.075735
2017,10,30,19,0,0,0,0,0,9.9,49,0,98,0
2017,10,30,20,0,0,0,0,0,9,52,0,110,0
2017,10,30,21,0,0,0,0,0,8.9,60,0,122,0
2017,10,30,22,0,0,0,0,0,7.5,58,0,135,0
2017,10,30,23,0,0,0,0,0,8.8,71,0,145,0
2017,10,31,0,0,0,0,0,0,6,69,0,155,0
2017,10,31,1,0,0,0,0,0,6,72,0,159,0
2017,10,31,2,0,0,0,0,0,5,77,0,155,0
2017,10,31,3,0,0,0,0,0,4.1,77,0,146,0
2017,10,31,4,0,0,0,0,0,4.2,88,0,134,0
2017,10,31,5,0,0,0,0,0,2.5,88,0,122,0
2017,10,31,6,0,0,0,0,0,2.4,92,0,110,0
2017,10,31,7,0,0,0,0,0,1,95,0,97,0.00024
2017,10,31,8,28,136,23,51,0,0.1,93,0,85,0.163491
2017,10,31,9,51,708,187,239,0,3.2,70,0,75,2.199907
2017,10,31,10,71,829,353,424,0,7.8,53,1.1,65,4.0184
2017,10,31,11,148,659,370,518,0,12.6,40,10.9,56,5.077179
2017,10,31,12,173,665,426,599,0,14.5,33,11.7,50,5.642114
2017,10,31,13,166,707,472,638,0,15.2,30,10.4,48,5.688985
2017,10,31,14,88,928,591,679,0,16.5,28,0,50,5.34472
2017,10,31,15,81,900,501,582,0,17.3,31,0,56,4.427819
2017,10,31,16,72,826,359,431,0,17.3,38,0,64,3.103811
2017,10,31,17,52,720,190,243,0,17.3,47,0,75,1.149933
2017,10,31,18,26,159,27,53,0,15.6,60,3.3,86,0.074135
2017,10,31,19,0,0,0,0,0,12.5,69,0,98,0
2017,10,31,20,0,0,0,0,0,10.4,84,0,110,0
2017,10,31,21,0,0,0,0,0,7.1,92,0,123,0
2017,10,31,22,0,0,0,0,0,5.8,94,0,135,0
2017,10,31,23,0,0,0,0,0,4.2,95,0,146,0
2017,11,1,0,0,0,0,0,0,3.4,95,0,155,0
2017,11,1,1,0,0,0,0,0,2.6,95,0,159,0
2017,11,1,2,0,0,0,0,0,3.5,95,0,156,0
2017,11,1,3,0,0,0,0,0,3.4,95,0,146,0
2017,11,1,4,0,0,0,0,0,2.7,95,0,134,0
2017,11,1,5,0,0,0,0,0,1.1,95,0,122,0
2017,11,1,6,0,0,0,0,0,0.9,95,0,110,0
2017,11,1,7,0,0,0,0,0,0.7,95,0,97,0.00008
2017,11,1,8,26,107,18,44,0,0.2,95,1.2,86,0.183756
2017,11,1,9,61,601,160,221,0,2.9,83,0,75,1.966202
2017,11,1,10,77,765,327,404,0,8.6,62,0,65,3.734244
2017,11,1,11,149,635,355,504,0,14.6,57,8.4,56,4.660333
2017,11,1,12,197,557,351,548,0,15.5,57,15.4,51,4.099743
2017,11,1,13,250,467,312,562,0,16.4,50,18.1,48,2.405933
2017,11,1,14,261,383,241,502,0,17.1,50,23,51,3.026552
2017,11,1,15,90,843,468,557,0,17.9,47,0,56,3.397676
2017,11,1,16,82,752,327,409,0,18.1,46,0,64,2.506303
2017,11,1,17,62,619,164,226,0,17.8,54,0,75,0.919924
2017,11,1,18,28,103,17,46,0,15.9,74,2.3,86,0.091638
2017,11,1,19,0,0,0,0,0,11.9,84,0,98,0
2017,11,1,20,0,0,0,0,0,9.3,88,0,110,0
2017,11,1,21,0,0,0,0,0,8.6,94,0,123,0
2017,11,1,22,0,0,0,0,0,6.7,95,0,135,0
2017,11,1,23,0,0,0,0,0,6.7,95,0,146,0
2017,11,2,0,0,0,0,0,0,5.7,95,0,155,0
2017,11,2,1,0,0,0,0,0,5.1,95,0,160,0
2017,11,2,2,0,0,0,0,0,5.4,95,0,156,0
2017,11,2,3,0,0,0,0,0,3.9,95,0,146,0
2017,11,2,4,0,0,0,0,0,4.4,95,0,134,0
2017,11,2,5,0,0,0,0,0,3.8,95,0,122,0
2017,11,2,6,0,0,0,0,0,3.2,95,0,110,0
2017,11,2,7,0,0,0,0,0,3.3,95,0,98,0
2017,11,2,8,25,61,10,36,0,3.7,95,6.4,86,0.359293
2017,11,2,9,108,162,45,153,0,5.4,95,27.2,75,1.449933
2017,11,2,10,106,621,263,370,0,8.9,84,4.6,65,3.051352
2017,11,2,11,173,541,295,468,0,15.2,62,12.5,57,4.130703
2017,11,2,12,287,298,187,475,0,17,59,24.9,51,3.575149
2017,11,2,13,308,298,196,504,0,17.6,55,24.4,49,3.646072
2017,11,2,14,328,167,105,433,0,19.1,58,31.7,51,1.816442
2017,11,2,15,277,159,87,364,0,17.7,56,32,56,2.237175
2017,11,2,16,199,43,19,218,0,17.7,59,43.8,64,1.151474
2017,11,2,17,89,22,6,95,0,17.2,61,54,75,0.462754
2017,11,2,18,26,46,8,34,0,16.4,68,11.7,87,0.078236
2017,11,2,19,0,0,0,0,0,15.1,82,0,99,0
2017,11,2,20,0,0,0,0,0,12.2,90,3.7,111,0
2017,11,2,21,0,0,0,0,0,10.7,93,36.3,123,0
2017,11,2,22,0,0,0,0,0,10.1,95,39.3,135,0
2017,11,2,23,0,0,0,0,0,8.7,95,27.3,146,0
2017,11,3,0,0,0,0,0,0,8.4,95,0,155,0
2017,11,3,1,0,0,0,0,0,7.9,95,0,160,0
2017,11,3,2,0,0,0,0,0,6.5,95,0,156,0
2017,11,3,3,0,0,0,0,0,5.5,95,0,146,0
2017,11,3,4,0,0,0,0,0,5.4,95,0,134,0
2017,11,3,5,0,0,0,0,0,5.3,95,0,122,0
2017,11,3,6,0,0,0,0,0,5.1,95,0,110,0
2017,11,3,7,0,0,0,0,0,5.1,95,0,98,0
2017,11,3,8,24,61,10,34,0,5,95,3.2,86,0.166514
2017,11,3,9,95,26,7,101,0,5.9,95,48.6,75,0.762606
2017,11,3,10,138,463,195,334,0,8.7,95,9.3,65,2.992636
2017,11,3,11,166,525,287,453,0,14.7,69,8.9,57,3.920185
2017,11,3,12,206,484,304,509,0,17.5,65,10,51,4.411629
2017,11,3,13,232,409,268,500,0,18.2,61,12.7,49,2.655629
2017,11,3,14,277,64,41,318,0,19.5,75,38.7,51,2.185604
2017,11,3,15,100,7,4,104,0.3,15.8,75,73.8,56,0.773937
2017,11,3,16,111,12,5,116,0,14.1,67,59.1,65,0.599082
2017,11,3,17,95,138,34,129,0,13.7,58,12.1,75,0.667676
2017,11,3,18,20,25,4,24,0,12.9,59,14.6,87,0.077756
2017,11,3,19,0,0,0,0,0,11.8,59,0,99,0
2017,11,3,20,0,0,0,0,0,10.9,60,0,111,0
2017,11,3,21,0,0,0,0,0,10.2,61,0,123,0
2017,11,3,22,0,0,0,0,0,10,61,0,135,0
2017,11,3,23,0,0,0,0,0,9.4,60,0,146,0
2017,11,4,0,0,0,0,0,0,9.3,50,0,156,0
2017,11,4,1,0,0,0,0,0,9.3,48,0,160,0
2017,11,4,2,0,0,0,0,0,9.3,48,0,156,0
2017,11,4,3,0,0,0,0,0,9.5,42,0,146,0
2017,11,4,4,0,0,0,0,0,9.7,47,0,135,0
2017,11,4,5,0,0,0,0,0,9.6,43,0,123,0
2017,11,4,6,0,0,0,0,0,8.8,49,0,110,0
2017,11,4,7,0,0,0,0,0,8.5,47,0,98,0
2017,11,4,8,24,64,11,35,0,8.4,49,1.6,86,0.234307
2017,11,4,9,91,342,85,176,0,8.8,47,13,76,1.362097
2017,11,4,10,118,563,233,351,0,9.3,45,9.3,66,2.891777
2017,11,4,11,149,620,339,488,0,9.8,42,9.5,57,4.154135
2017,11,4,12,160,665,411,571,0,10.9,43,9.5,52,4.827149
2017,11,4,13,177,644,421,598,0,11.5,42,9.8,49,4.949798
2017,11,4,14,127,776,482,609,0,11.8,40,4.6,52,4.383541
2017,11,4,15,102,797,430,532,0,12.8,45,2.7,57,3.258493
2017,11,4,16,99,673,281,380,0,12.5,46,4.4,65,2.154754
2017,11,4,17,86,416,107,194,0,11.8,52,9,75,0.763693
2017,11,4,18,24,85,14,39,0,10.5,59,2.6,87,0.063773
2017,11,4,19,0,0,0,0,0,8.7,61,0,99,0
2017,11,4,20,0,0,0,0,0,8.9,61,0,111,0
2017,11,4,21,0,0,0,0,0,8.6,80,0,123,0
2017,11,4,22,0,0,0,0,0,4.4,84,0,136,0
2017,11,4,23,0,0,0,0,0,3.7,93,0,146,0
2017,11,5,0,0,0,0,0,0,1.7,94,0,156,0
2017,11,5,1,0,0,0,0,0,1,95,0,161,0
2017,11,5,2,0,0,0,0,0,0.8,95,0,157,0
2017,11,5,3,0,0,0,0,0,-0.9,95,0,147,0
2017,11,5,4,0,0,0,0,0,-1.1,95,0,135,0
2017,11,5,5,0,0,0,0,0,-1.3,95,0,123,0
2017,11,5,6,0,0,0,0,0,-1.1,95,0,110,0
2017,11,5,7,0,0,0,0,0,-1.7,95,0,98,0
2017,11,5,8,24,78,13,37,0,-2.4,95,1.2,86,0.167533
2017,11,5,9,59,619,153,212,0,0.8,60,2.6,76,1.598909
2017,11,5,10,70,818,335,405,0,8.9,45,1.1,66,3.796316
2017,11,5,11,134,692,370,504,0,11,45,10.5,58,5.007924
2017,11,5,12,155,702,435,590,0,12.1,40,10.9,52,5.582842
2017,11,5,13,147,756,486,632,0,13.3,34,9.2,50,5.747739
2017,11,5,14,92,919,562,653,0,14.8,29,1.7,52,5.377246
2017,11,5,15,77,910,491,568,0,15.7,29,0,57,4.469705
2017,11,5,16,69,829,347,417,0,16,30,0,65,3.168324
2017,11,5,17,49,728,180,229,0,15.7,39,0,76,0.973634
2017,11,5,18,22,130,22,44,0,14.1,50,0,87,0.063933
2017,11,5,19,0,0,0,0,0,11,73,0,99,0
2017,11,5,20,0,0,0,0,0,5.5,81,0,111,0
2017,11,5,21,0,0,0,0,0,4,89,0,123,0
2017,11,5,22,0,0,0,0,0,3,95,0,136,0
2017,11,5,23,0,0,0,0,0,2,95,0,147,0
2017,11,6,0,0,0,0,0,0,1.6,95,0,156,0
2017,11,6,1,0,0,0,0,0,0.7,95,0,161,0
2017,11,6,2,0,0,0,0,0,1.4,95,0,157,0
2017,11,6,3,0,0,0,0,0,0.3,94,0,147,0
2017,11,6,4,0,0,0,0,0,-0.6,95,0,135,0
2017,11,6,5,0,0,0,0,0,0,95,0,123,0
2017,11,6,6,0,0,0,0,0,0,95,0,111,0
2017,11,6,7,0,0,0,0,0,-0.9,95,0,98,0
2017,11,6,8,20,74,12,32,0,-0.5,95,1,87,0.156531
2017,11,6,9,61,553,137,199,0,1.2,81,0,76,1.489827
2017,11,6,10,91,681,279,370,0,7.4,56,3,66,3.586535
2017,11,6,11,138,645,343,482,0,12.4,51,8.7,58,4.567895
2017,11,6,12,165,643,395,560,0,15.8,48,9.9,52,5.042594
2017,11,6,13,165,670,431,596,0,17,47,8.9,50,5.168442
2017,11,6,14,109,821,502,611,0,18,47,1.7,52,4.836716
2017,11,6,15,96,795,429,525,0,18,48,0,57,4.124716
2017,11,6,16,90,685,287,377,0,17.8,51,0,65,2.833596
2017,11,6,17,67,518,129,196,0,16.9,55,0,76,0.895019
2017,11,6,18,23,70,12,35,0,15.9,68,0,87,0.062973
2017,11,6,19,0,0,0,0,0,12.7,81,0,99,0
2017,11,6,20,0,0,0,0,0,10.2,87,0,111,0
2017,11,6,21,0,0,0,0,0,8,93,0,124,0
2017,11,6,22,0,0,0,0,0,8,93,0,136,0
2017,11,6,23,0,0,0,0,0,6.4,95,0,147,0
2017,11,7,0,0,0,0,0,0,5.6,95,0,156,0
2017,11,7,1,0,0,0,0,0,5.9,95,0,161,0
2017,11,7,2,0,0,0,0,0,5.5,95,0,157,0
2017,11,7,3,0,0,0,0,0,5.1,95,24.3,147,0
2017,11,7,4,0,0,0,0,0,5.8,95,30.5,135,0
2017,11,7,5,0,0,0,0,0,6.5,95,27.7,123,0
2017,11,7,6,0,0,0,0,0,7,95,29.4,111,0
2017,11,7,7,0,0,0,0,0,6.8,95,37.9,98,0
2017,11,7,8,15,16,3,17,0,6.7,95,19.6,87,0.095179
2017,11,7,9,90,53,13,102,0,8.1,89,35.6,76,0.623945
2017,11,7,10,140,10,4,144,0,10.9,81,56.4,66,0.89192
2017,11,7,11,192,18,9,201,0,13.6,77,57.1,58,0.532147
2017,11,7,12,171,25,15,187,0,14.8,69,65.9,52,0.782177
2017,11,7,13,262,45,29,291,0,17.6,65,49,50,1.306324
2017,11,7,14,126,2,1,128,0,19.3,69,76.8,52,0.841608
2017,11,7,15,128,2,1,129,0,18.9,73,72.5,58,0.463693
2017,11,7,16,91,1,1,91,0,18.9,70,73.2,66,0.567714
2017,11,7,17,57,14,4,61,0,19.1,75,66.3,76,0.260253
2017,11,7,18,16,8,1,17,0,18.3,82,39.1,87,0.021124
2017,11,7,19,0,0,0,0,0,16.6,85,44.2,99,0
2017,11,7,20,0,0,0,0,0,15.8,88,51.8,111,0
2017,11,7,21,0,0,0,0,0,15.8,90,46.1,124,0
2017,11,7,22,0,0,0,0,0,15.4,92,46.9,136,0
2017,11,7,23,0,0,0,0,0,15.7,89,27.3,147,0
2017,11,8,0,0,0,0,0,0,15.9,92,0,157,0
2017,11,8,1,0,0,0,0,0,15.7,95,0,161,0
2017,11,8,2,0,0,0,0,0,14.9,94,0,157,0
2017,11,8,3,0,0,0,0,0,15,95,0,147,0
2017,11,8,4,0,0,0,0,0,15.3,95,0,135,0
2017,11,8,5,0,0,0,0,0,16.2,95,0,123,0
2017,11,8,6,0,0,0,0,0,16.6,89,0,111,0
2017,11,8,7,0,0,0,0,0,16.3,87,0,99,0
2017,11,8,8,12,20,3,16,0,15.1,88,10.3,87,0.088838
2017,11,8,9,90,155,37,127,0,15.1,76,13,76,0.838109
2017,11,8,10,161,198,81,242,0,15.8,76,24.6,67,1.314699
2017,11,8,11,237,239,125,363,0,16,65,22.8,58,3.006707
2017,11,8,12,159,618,374,533,0,17.7,43,5.9,53,4.576922
2017,11,8,13,136,718,452,588,0,19,42,2.7,51,4.692025
2017,11,8,14,110,788,479,589,0,19.1,51,0,53,4.323533
2017,11,8,15,123,694,364,487,0,18,57,4.7,58,3.37088
2017,11,8,16,78,741,298,377,0,17.2,55,0,66,2.94128
2017,11,8,17,57,610,146,203,0,16.1,53,0,76,0.771869
2017,11,8,18,17,100,17,34,0,14.2,63,0,88,0.048589
2017,11,8,19,0,0,0,0,0,12.1,63,0,99,0
2017,11,8,20,0,0,0,0,0,11.3,63,0,112,0
2017,11,8,21,0,0,0,0,0,10.8,68,0,124,0
2017,11,8,22,0,0,0,0,0,10.3,65,0,136,0
2017,11,8,23,0,0,0,0,0,9.7,62,0,147,0
2017,11,9,0,0,0,0,0,0,9.7,62,0,157,0
2017,11,9,1,0,0,0,0,0,9.5,63,0,162,0
2017,11,9,2,0,0,0,0,0,9.2,68,0,158,0
2017,11,9,3,0,0,0,0,0,8.1,72,0,147,0
2017,11,9,4,0,0,0,0,0,7.2,68,0,135,0
2017,11,9,5,0,0,0,0,0,7.4,68,0,123,0
2017,11,9,6,0,0,0,0,0,7.1,71,0,111,0
2017,11,9,7,0,0,0,0,0,5.6,83,0,99,0
2017,11,9,8,17,55,9,26,0,2.7,87,0,87,0.139827
2017,11,9,9,56,575,133,189,0,4,68,0,77,1.291646
2017,11,9,10,72,759,299,371,0,8.2,53,0,67,3.734025
2017,11,9,11,83,842,435,518,0,12.1,41,0,59,4.815625
2017,11,9,12,102,837,506,608,0,14.2,35,1,53,5.263878
2017,11,9,13,140,741,466,606,0,16.8,32,6.6,51,5.356059
2017,11,9,14,91,885,530,620,0,17.9,31,0,53,4.963002
2017,11,9,15,86,840,441,527,0,18.8,32,0,58,4.05376
2017,11,9,16,77,751,303,380,0,18.9,41,0,66,2.718472
2017,11,9,17,59,578,139,198,0,18.4,51,0,76,0.624101
2017,11,9,18,18,87,15,32,0,16.1,67,0,88,0.057752
2017,11,9,19,0,0,0,0,0,11,76,0,100,0
2017,11,9,20,0,0,0,0,0,8.5,83,0,112,0
2017,11,9,21,0,0,0,0,0,7,88,0,124,0
2017,11,9,22,0,0,0,0,0,7.1,92,0,136,0
2017,11,9,23,0,0,0,0,0,5.9,95,0,148,0
2017,11,10,0,0,0,0,0,0,5.6,95,0,157,0
2017,11,10,1,0,0,0,0,0,5.2,95,0,162,0
2017,11,10,2,0,0,0,0,0,5.1,95,0,158,0
2017,11,10,3,0,0,0,0,0,7.1,93,0,148,0
2017,11,10,4,0,0,0,0,0,8.7,93,0,136,0
2017,11,10,5,0,0,0,0,0,8.8,95,0,124,0
2017,11,10,6,0,0,0,0,0,7.6,91,0,111,0
2017,11,10,7,0,0,0,0,0,7.4,95,0,99,0
2017,11,10,8,13,45,8,21,0,9.8,80,0,88,0.143608
2017,11,10,9,70,396,92,162,0,13.4,74,0,77,1.135196
2017,11,10,10,91,620,244,335,0,16.3,59,0,67,2.819621
2017,11,10,11,225,34,17,243,0,20.2,60,48.8,59,2.664779
2017,11,10,12,284,44,27,311,0,20,59,46.1,53,3.33632
2017,11,10,13,224,332,209,433,0,20.5,57,29.3,51,2.668758
2017,11,10,14,220,197,117,336,0,20.5,50,42,53,2.985326
2017,11,10,15,163,29,16,179,0,21,56,64.1,58,1.813983
2017,11,10,16,164,24,9,173,0,20,68,48.1,66,1.437638
2017,11,10,17,47,3,1,48,0,18.3,68,69.2,76,0.128526
2017,11,10,18,16,21,4,19,0,16.9,70,5.2,88,0.005141
2017,11,10,19,0,0,0,0,0,16,72,0,100,0
2017,11,10,20,0,0,0,0,0,14.7,74,0,112,0
2017,11,10,21,0,0,0,0,0,13,73,0,124,0
2017,11,10,22,0,0,0,0,0,13.2,56,0,136,0
2017,11,10,23,0,0,0,0,0,12.6,49,0,148,0
2017,11,11,0,0,0,0,0,0,11.5,54,0,157,0
2017,11,11,1,0,0,0,0,0,10.7,51,0,162,0
2017,11,11,2,0,0,0,0,0,9.8,51,0,158,0
2017,11,11,3,0,0,0,0,0,9.5,47,0,148,0
2017,11,11,4,0,0,0,0,0,9.3,45,0,136,0
2017,11,11,5,0,0,0,0,0,9.1,46,0,124,0
2017,11,11,6,0,0,0,0,0,8.9,45,0,111,0
2017,11,11,7,0,0,0,0,0,8.7,55,0,99,0
2017,11,11,8,13,70,12,24,0,7.6,49,0,88,0.158552
2017,11,11,9,56,570,132,188,0,7.9,45,0,77,1.112909
2017,11,11,10,72,761,299,371,0,9,44,0,67,3.662754
2017,11,11,11,158,575,297,455,0,10.3,45,12.5,59,4.535023
2017,11,11,12,157,664,393,550,0,11.7,42,10.8,54,5.36728
2017,11,11,13,159,688,432,591,0,12.6,42,9.5,51,5.511571
2017,11,11,14,88,897,534,623,0,13.1,43,0,53,5.182867
2017,11,11,15,78,881,452,530,0,12.3,46,0,59,4.394291
2017,11,11,16,75,768,310,384,0,12,48,0,66,3.124156
2017,11,11,17,51,652,150,202,0,11.2,53,0,77,0.569086
2017,11,11,18,17,87,15,32,0,9.8,58,0,88,0.047949
2017,11,11,19,0,0,0,0,0,8.3,61,0,100,0
2017,11,11,20,0,0,0,0,0,7.3,63,0,112,0
2017,11,11,21,0,0,0,0,0,6.5,58,0,124,0
2017,11,11,22,0,0,0,0,0,7.3,61,0,137,0
2017,11,11,23,0,0,0,0,0,6.9,78,0,148,0
2017,11,12,0,0,0,0,0,0,2.2,86,0,158,0
2017,11,12,1,0,0,0,0,0,1,93,0,163,0
2017,11,12,2,0,0,0,0,0,-0.1,92,3.6,158,0
2017,11,12,3,0,0,0,0,0,-1.1,94,31,148,0
2017,11,12,4,0,0,0,0,0,-1,95,31,136,0
2017,11,12,5,0,0,0,0,0,-1.5,95,31.1,124,0
2017,11,12,6,0,0,0,0,0,-1.2,95,33,112,0
2017,11,12,7,0,0,0,0,0,-1.6,95,32.7,99,0
2017,11,12,8,13,15,3,16,0,-2.2,94,28.6,88,0.208741
2017,11,12,9,75,401,89,164,0,0,66,10.4,77,1.510531
2017,11,12,10,141,424,164,305,0,6.9,42,17.6,68,3.414434
2017,11,12,11,185,476,245,430,0,10.5,38,16.6,59,3.997592
2017,11,12,12,197,544,322,519,0,12.8,39,14.9,54,4.578821
2017,11,12,13,152,702,432,584,0,13.3,39,8.9,52,4.736253
2017,11,12,14,198,544,322,521,0,14.6,39,14.6,54,4.151255
2017,11,12,15,102,778,396,498,0,14.8,40,3.3,59,3.887848
2017,11,12,16,86,700,272,358,0,14.2,41,3,67,2.910514
2017,11,12,17,58,583,135,192,0,14.6,52,0,77,0.497032
2017,11,12,18,18,67,11,29,0,12.2,68,0,88,0.042968
2017,11,12,19,0,0,0,0,0,8.5,70,0,100,0
2017,11,12,20,0,0,0,0,0,6.9,73,0,112,0
2017,11,12,21,0,0,0,0,0,6.1,80,0,124,0
2017,11,12,22,0,0,0,0,0,4.8,89,0,137,0
2017,11,12,23,0,0,0,0,0,2.5,94,0,148,0
2017,11,13,0,0,0,0,0,0,1.3,94,0,158,0
2017,11,13,1,0,0,0,0,0,0.8,95,0,163,0
2017,11,13,2,0,0,0,0,0,0.2,95,1.6,159,0
2017,11,13,3,0,0,0,0,0,0.7,95,31.4,148,0
2017,11,13,4,0,0,0,0,0,0.5,94,34.2,136,0
2017,11,13,5,0,0,0,0,0,0.4,95,31.4,124,0
2017,11,13,6,0,0,0,0,0,-0.2,94,0,112,0
2017,11,13,7,0,0,0,0,0,-0.2,95,0,100,0
2017,11,13,8,12,25,4,16,0,0.6,94,1,88,0.089958
2017,11,13,9,67,393,83,150,0,2.8,83,2.9,78,0.878918
2017,11,13,10,158,198,78,236,0,7.6,61,28,68,2.428606
2017,11,13,11,178,107,51,229,0,12.1,54,49.1,60,1.746589
2017,11,13,12,237,301,178,415,0,12.7,52,25,54,3.27872
2017,11,13,13,235,303,187,422,0,13.8,47,28.5,52,2.305642
2017,11,13,14,136,1,1,137,0,14.5,51,75.2,54,1.1832
2017,11,13,15,234,40,20,254,0,13.6,55,44,59,1.907023
2017,11,13,16,105,533,207,311,0,14.1,52,0,67,1.802897
2017,11,13,17,84,238,53,137,0,14.4,57,7.5,77,0.474733
2017,11,13,18,14,8,1,16,0,13.3,74,27.1,88,0.026185
2017,11,13,19,0,0,0,0,0,10,80,26.4,100,0
2017,11,13,20,0,0,0,0,0,8.2,83,36.4,112,0
2017,11,13,21,0,0,0,0,0,7.6,85,30.1,124,0
2017,11,13,22,0,0,0,0,0,7.4,87,29.9,137,0
2017,11,13,23,0,0,0,0,0,7.6,90,31.5,148,0
2017,11,14,0,0,0,0,0,0,5.6,94,30,158,0
2017,11,14,1,0,0,0,0,0,5.1,95,30,163,0
2017,11,14,2,0,0,0,0,0,6.3,90,25,159,0
2017,11,14,3,0,0,0,0,0,7.7,92,30,148,0
2017,11,14,4,0,0,0,0,0,7.4,90,36.6,136,0
2017,11,14,5,0,0,0,0,0,7.9,83,27.3,124,0
2017,11,14,6,0,0,0,0,0,11.1,77,0,112,0
2017,11,14,7,0,0,0,0,0,10.5,82,0,100,0
2017,11,14,8,11,20,3,14,0,8.8,90,0,88,0.121924
2017,11,14,9,70,325,71,141,0,8.6,57,1.7,78,0.857975
2017,11,14,10,91,595,225,316,0,12.4,48,0,68,2.847112
2017,11,14,11,152,534,268,420,0,13.9,42,9,60,4.111162
2017,11,14,12,172,578,339,510,0,14.9,37,9.6,54,4.851234
2017,11,14,13,166,630,387,552,0,15.3,33,8.1,52,5.004467
2017,11,14,14,110,768,447,556,0,15.5,33,0,54,4.684425
2017,11,14,15,111,681,348,459,0,15,33,0,59,3.800749
2017,11,14,16,103,546,212,315,0,14.5,38,0,67,2.065579
2017,11,14,17,91,114,26,116,0,13.1,40,20.3,77,0.532446
2017,11,14,18,13,37,6,19,0,11.4,45,0.1,88,0.026345
2017,11,14,19,0,0,0,0,0,10,38,0,100,0
2017,11,14,20,0,0,0,0,0,9.7,37,0,112,0
2017,11,14,21,0,0,0,0,0,9.5,54,0,125,0
2017,11,14,22,0,0,0,0,0,6,67,0,137,0
2017,11,14,23,0,0,0,0,0,3.8,73,0,148,0
2017,11,15,0,0,0,0,0,0,2.2,83,0,158,0
2017,11,15,1,0,0,0,0,0,1,84,0,163,0
2017,11,15,2,0,0,0,0,0,0.8,87,0,159,0
2017,11,15,3,0,0,0,0,0,0.7,85,0,149,0
2017,11,15,4,0,0,0,0,0,1,80,0,137,0
2017,11,15,5,0,0,0,0,0,1.7,83,0,124,0
2017,11,15,6,0,0,0,0,0,1.2,86,0,112,0
2017,11,15,7,0,0,0,0,0,0,92,0,100,0
2017,11,15,8,9,34,6,15,0,-1.2,92,0,89,0.115503
2017,11,15,9,63,424,93,156,0,0.3,67,1.9,78,0.759154
2017,11,15,10,81,671,253,334,0,7.8,42,0,68,2.817465
2017,11,15,11,167,501,250,417,0,11.3,36,13.3,60,3.32456
2017,11,15,12,180,540,313,492,0,12.4,30,13.5,55,3.617432
2017,11,15,13,138,709,426,564,0,12.2,36,5,53,5.053196
2017,11,15,14,241,290,169,410,0,12.2,50,27.9,54,4.004632
2017,11,15,15,202,288,147,349,0,10.9,51,25.5,59,2.030552
2017,11,15,16,130,382,146,276,0,9.6,45,11.1,67,0.876173
2017,11,15,17,80,38,9,88,0,9.5,44,40.3,77,0.380156
2017,11,15,18,12,35,6,18,0,8.7,49,0,89,0.041528
2017,11,15,19,0,0,0,0,0,6.9,50,0,100,0
2017,11,15,20,0,0,0,0,0,6.2,69,0,112,0
2017,11,15,21,0,0,0,0,0,2.4,73,0,125,0
2017,11,15,22,0,0,0,0,0,1.3,83,0,137,0
2017,11,15,23,0,0,0,0,0,-0.6,87,0,149,0
2017,11,16,0,0,0,0,0,0,-1.3,87,0,158,0
2017,11,16,1,0,0,0,0,0,-1.7,88,0,164,0
2017,11,16,2,0,0,0,0,0,-1.4,91,0,159,0
2017,11,16,3,0,0,0,0,0,-2.5,89,0,149,0
2017,11,16,4,0,0,0,0,0,-2.7,91,0,137,0
2017,11,16,5,0,0,0,0,0,-1.1,91,0,125,0
2017,11,16,6,0,0,0,0,0,-1.3,93,0,112,0
2017,11,16,7,0,0,0,0,0,-1.1,91,0,100,0
2017,11,16,8,8,29,5,13,0,-0.9,91,0,89,0.070594
2017,11,16,9,62,438,95,156,0,-0.7,75,0,78,0.835789
2017,11,16,10,71,723,262,334,0,4.1,53,0.1,69,3.196985
2017,11,16,11,137,614,307,443,0,8.4,48,7.7,60,4.446408
2017,11,16,12,173,589,340,512,0,9.5,42,11.6,55,5.020307
2017,11,16,13,151,681,410,561,0,11.1,41,8.6,53,5.175621
